content,reviewCreatedVersion,score,cleaned_content
"saldo hilang tanpa ada bukti transaksi, sangat buruk sekali apk ni",2.110.0,1,"saldo hilang tanpa ada bukti transaksi, sangat buruk sekali apk ni"
"temen ku tf ke rek aku, eh malah ga masuk, gimana sih",2.116.0,1,"temen ku tf ke rek aku, eh malah ga masuk, gimana sih"
uang saya 2.601.000 belum masuk woi mana,2.116.0,1,uang saya 2.601.000 belum masuk woi mana
"sangat buruk... transaksi selalu bermasalah... koneksi internet lancar, ganti ke wifi juga sudah tapi tetap saja mau transaksi tidak bisa baik kirim langsung atau lewat QR juga tidak bisa..",2.111.0,3,"sangat buruk... transaksi selalu bermasalah... koneksi internet lancar, ganti ke wifi juga sudah tapi tetap saja mau transaksi tidak bisa baik kirim langsung atau lewat qr juga tidak bisa.."
tidak bertanggungjawab dan penipuan,2.113.1,1,tidak bertanggungjawab dan penipuan
nyesel gua donload aplikasi dana no gua ilang udah kaga aktif pas mau log in malah suruh varivikasi lewat wa atau sms padahal gua udah pindai wajah gua sendiri ini aplikasi ngeribetin,2.119.0,1,nyesel gua donload aplikasi dana no gua ilang udah kaga aktif pas mau log in malah suruh varivikasi lewat wa atau sms padahal gua udah pindai wajah gua sendiri ini aplikasi ngeribetin
aplikasi ga jelas rampok uang saya ! mau masuk ke akun lama juga susahnya minta ampun padahal simpel bisa lewat email kode otpnya ini ga bisa sama sekali pemindahan akun juga ga bisa padahal ada uang gw KTP real punya saya ga jelas lu aplikasi taiii !!!!!,2.111.0,1,aplikasi ga jelas rampok uang saya ! mau masuk ke akun lama juga susahnya minta ampun padahal simpel bisa lewat email kode otpnya ini ga bisa sama sekali pemindahan akun juga ga bisa padahal ada uang gw ktp real punya saya ga jelas lu aplikasi taiii !!!!!
"duit gue ilang 19 rebu di sini, kan gue anak kos kosan jadinya rugi",2.118.0,1,"duit gue ilang 19 rebu di sini, kan gue anak kos kosan jadinya rugi"
"limit dana cicil ada, kenapa pas di gunakan malah tidak berlaku, payah, ga ada solusi dari diana juga",2.115.0,1,"limit dana cicil ada, kenapa pas di gunakan malah tidak berlaku, payah, ga ada solusi dari diana juga"
ada sedikit kendala tentang dana cicil nya Pdahal udh lunasin,2.118.0,1,ada sedikit kendala tentang dana cicil nya pdahal udh lunasin
"Topup ke Flazz 50K gagal, saldo refund 14 Hari kerja. Topup ke bca 300K gagal gatau refundnya kapan kalo ga siap jadi pelopor ""Dana"" gausa bikin aplikasi",2.123.2,1,"topup ke flazz 50k gagal, saldo refund 14 hari kerja. topup ke bca 300k gagal gatau refundnya kapan kalo ga siap jadi pelopor dana gausa bikin aplikasi"
pdhl mau kirim eh ada gangguan,2.112.0,2,pdhl mau kirim eh ada gangguan
"Jangan suka bgni dong dana,delai gajls,kalo emang gagal ya gagal, berhasil ya berhasil,saldo terpotong tp gaada riwayat nya gmna??? tolong diperbaiki jangan merugikan orang!!!",2.110.0,1,"jangan suka bgni dong dana,delai gajls,kalo emang gagal ya gagal, berhasil ya berhasil,saldo terpotong tp gaada riwayat nya gmna??? tolong diperbaiki jangan merugikan orang!!!"
"Ribet, mau ganti No HP aja susah BERTELE TELE, KANTOR NYA AJA DI KOTA BESAR SEPERTI BANDUNG TIDAK ADA, SUSAH DAN NGAK JELAS",2.115.0,1,"ribet, mau ganti no hp aja susah bertele tele, kantor nya aja di kota besar seperti bandung tidak ada, susah dan ngak jelas"
yang ini belum update ini,2.116.0,1,yang ini belum update ini
"selalu perbaruan, trs baru beberapa hari dana lagi perbaikan bingung deh.. aku udah proteks ttep aja gtu kenapa si dana sekarang? jangan d gadai².in sama game² yg d tukar dengan koin dehh temen aku punya gamenya tukerin sama dana ovo trs lupa lagi apa itu.. hadeuhh ini penting banget pliss, selain bri sama bca d mohon g kerja sama dengan game² trsebut terimkasih. mohon maaf saya merasa kecewa sedikit..🙏",2.111.0,2,"selalu perbaruan, trs baru beberapa hari dana lagi perbaikan bingung deh.. aku udah proteks ttep aja gtu kenapa si dana sekarang? jangan d gadai .in sama game yg d tukar dengan koin dehh temen aku punya gamenya tukerin sama dana ovo trs lupa lagi apa itu.. hadeuhh ini penting banget pliss, selain bri sama bca d mohon g kerja sama dengan game trsebut terimkasih. mohon maaf saya merasa kecewa sedikit.."
"parah saldo orang maen potong aja alesan ada aplikasi berlangganan ,padahal saya tidak pernah berlangganan apapun ,gak aman nyimpen duit didana untung ilang gak seberapa ,buat pengingat harus lebih hati hati simpan uang didana ,dan kehilangan uang dr pihak dana TDK mau bertanggung jawab...",2.118.0,1,"parah saldo orang maen potong aja alesan ada aplikasi berlangganan ,padahal saya tidak pernah berlangganan apapun ,gak aman nyimpen duit didana untung ilang gak seberapa ,buat pengingat harus lebih hati hati simpan uang didana ,dan kehilangan uang dr pihak dana tdk mau bertanggung jawab..."
aku baru daftar dana tapi tidak bisa dibuka krn tdk kirim email ke saya,2.121.0,1,aku baru daftar dana tapi tidak bisa dibuka krn tdk kirim email ke saya
emng bener ini aplikasi bener2 gila masa saldo saya ilang terus jangan terlalu percaya untuk menyimpan uang di aplikasi ini,2.122.0,1,emng bener ini aplikasi bener2 gila masa saldo saya ilang terus jangan terlalu percaya untuk menyimpan uang di aplikasi ini
"tolong bgt untuk pihak dana, segera perbaiki bug/plug yang ada di aplikasi, sekarang saya lagi urgent banget harus pakai dana, tapi ga bisa terus setiap tf/scan, selalu saja error dan tulisan ""sistem sedang sibuk"" padahal kuota dan jaringan lancar, mohon segera ditangani, terimakasih:)",2.110.0,2,"tolong bgt untuk pihak dana, segera perbaiki bug plug yang ada di aplikasi, sekarang saya lagi urgent banget harus pakai dana, tapi ga bisa terus setiap tf scan, selalu saja error dan tulisan sistem sedang sibuk padahal kuota dan jaringan lancar, mohon segera ditangani, terimakasih"
aplikasi kaga jelas kaga ada nomor telfon admin sangat susah untuk menghubungi costumer service nya jelek pelayanan payah duit gua ngendep di dana sial emang dana,2.115.0,1,aplikasi kaga jelas kaga ada nomor telfon admin sangat susah untuk menghubungi costumer service nya jelek pelayanan payah duit gua ngendep di dana sial emang dana
"duit sering ilang sendiri di aplikasi ini, ditambah riwayat transaksinya juga kadang tidak ada, beda di gopay aman"" saja, kecewa saya dengan pelayanan aplikasi ini",2.123.1,1,"duit sering ilang sendiri di aplikasi ini, ditambah riwayat transaksinya juga kadang tidak ada, beda di gopay aman saja, kecewa saya dengan pelayanan aplikasi ini"
gak bissa pake Dana cicil,2.122.0,1,gak bissa pake dana cicil
"update transaksi makin lama, jaringan aman segala macem aman, bayar lancar tapi bukti transaksi lamaaa gila. makin aneh",2.122.0,2,"update transaksi makin lama, jaringan aman segala macem aman, bayar lancar tapi bukti transaksi lamaaa gila. makin aneh"
"apk udah bagus,pajak sedikit,juga mau tf juga simpel+banyak yang make behh mentap.cuma gw aja yang jahat wkwkwkwk🤤🤤",2.119.0,1,"apk udah bagus,pajak sedikit,juga mau tf juga simpel banyak yang make behh mentap.cuma gw aja yang jahat wkwkwkwk"
"dana buines saya hilang,toko tidak terdaftar bahkan kosong,saldo hilang cukup kecewa respon gak jelas robot yg bls tolong kembalikan lagi saldo yg hilang",2.113.1,1,"dana buines saya hilang,toko tidak terdaftar bahkan kosong,saldo hilang cukup kecewa respon gak jelas robot yg bls tolong kembalikan lagi saldo yg hilang"
"SUMPAH APLIKASI NYA JELEKKK, GAK AMANAH, SERING TELAT, UANG SAYA TIBA TIBA HILANG 1JUTA, SUDAH LAPOR TAPI GAK DI TANGGAPI, GIMANA SIH KATANYA AMAN.",2.115.0,1,"sumpah aplikasi nya jelekkk, gak amanah, sering telat, uang saya tiba tiba hilang 1juta, sudah lapor tapi gak di tanggapi, gimana sih katanya aman."
"bisa""nya uangku 1 juta hilang dari dana,pas aku liat riwayat ada banyak transaksi,ini jelas akun dihack",2.119.0,2,"bisa nya uangku 1 juta hilang dari dana,pas aku liat riwayat ada banyak transaksi,ini jelas akun dihack"
fitur penarikan dana nya tidak bisa min selalu 303 terus,2.117.1,3,fitur penarikan dana nya tidak bisa min selalu 303 terus
"login sangat susah, pin sudah di masukkan dengan benar tapi di mintai kode otp ke gmail yang sudah mati, mau ganti via nomor telepon tidak bisa, di paksa lewat gmail, tolong solusi nya",2.118.0,1,"login sangat susah, pin sudah di masukkan dengan benar tapi di mintai kode otp ke gmail yang sudah mati, mau ganti via nomor telepon tidak bisa, di paksa lewat gmail, tolong solusi nya"
"sampai kapan layanan top up Brizzi bisa lagi, sudah hampir satu Minggu engga bisa??",2.116.0,3,"sampai kapan layanan top up brizzi bisa lagi, sudah hampir satu minggu engga bisa??"
saya top up ..saldo belom bertambah.dan jaringan susah..padahal buat buka aplikasi lain jaringan saya normal ajah,2.110.0,3,saya top up ..saldo belom bertambah.dan jaringan susah..padahal buat buka aplikasi lain jaringan saya normal ajah
apalagi ini gak bisa digunakan jwmbot,2.110.0,1,apalagi ini gak bisa digunakan jwmbot
uang saya ilang 21 ribuu,2.116.0,1,uang saya ilang 21 ribuu
"dana makin kesini makin aneh, semenjak update sering bgt eror. gw mau ngirim duit ke gopay gabisa pdhl dana nya udh premium.. gw coba pke akun kedua pun sama gabisa tf ke gopay, trs beli pulsa juga sama gabisa ada notif eror mulu pdhl udh di update. tolong dong pihak developer segera perbaiki masalah ini. klo gini trs saya mending pindah ke aplikasi sebelah..",2.119.0,1,"dana makin kesini makin aneh, semenjak update sering bgt eror. gw mau ngirim duit ke gopay gabisa pdhl dana nya udh premium.. gw coba pke akun kedua pun sama gabisa tf ke gopay, trs beli pulsa juga sama gabisa ada notif eror mulu pdhl udh di update. tolong dong pihak developer segera perbaiki masalah ini. klo gini trs saya mending pindah ke aplikasi sebelah.."
"lag bang udah isi saldo ngga masuk""",2.111.0,1,lag bang udah isi saldo ngga masuk
penyimpan uang tidak aman Klo di dana saldo tiba tiba hilang 600.000 lebih,2.114.1,2,penyimpan uang tidak aman klo di dana saldo tiba tiba hilang 600.000 lebih
"tidak ada penyelesaian saat ada kendala di dana cicil,mengubungi diana malah suruh hubungi CS kan bikin mumet aja,,ga jelas banget",2.120.1,1,"tidak ada penyelesaian saat ada kendala di dana cicil,mengubungi diana malah suruh hubungi cs kan bikin mumet aja,,ga jelas banget"
Tolong Dana Yang bener saptynya duit saya hilang D dana gimana ini,2.123.2,1,tolong dana yang bener saptynya duit saya hilang d dana gimana ini
burikkk ngebug hhhh apk gaguna,2.123.2,1,burikkk ngebug hhhh apk gaguna
"semakin kesini semakin parah, sering gangguan",2.110.0,2,"semakin kesini semakin parah, sering gangguan"
apk gaje saldo kurang sendiri padahal ga buat apa apa,2.115.0,1,apk gaje saldo kurang sendiri padahal ga buat apa apa
Saya mengalami pembelian tidak sah di smartpay sebesar Rp 150.000 tolong bantuannya,2.122.0,1,saya mengalami pembelian tidak sah di smartpay sebesar rp 150.000 tolong bantuannya
*perbarui datamu yuk !* apa menggangu sekali !!! pas sudah dipencet data sudah sesuai? what ... dan lagi saya sudah pakai dana lebih dari setahun atau bahkan 2 tahun & menggunakan nomor yg sama tdk pernah ganti! tapi kenapa gk bisa ajuin *dana cicil* bahkan tdk ada pemberitahuan kalo dacil saya ditolak!!! makin gk jls ini waktunya ganti transaksi dah !!!,2.121.0,1,perbarui datamu yuk ! apa menggangu sekali !!! pas sudah dipencet data sudah sesuai? what ... dan lagi saya sudah pakai dana lebih dari setahun atau bahkan 2 tahun menggunakan nomor yg sama tdk pernah ganti! tapi kenapa gk bisa ajuin dana cicil bahkan tdk ada pemberitahuan kalo dacil saya ditolak!!! makin gk jls ini waktunya ganti transaksi dah !!!
ko belum muncul dana cicilnya yah padahal transaksinya berjuta juta,2.123.2,3,ko belum muncul dana cicilnya yah padahal transaksinya berjuta juta
pembayaran angsuran pending terus tapi dana juga ga bisa balik. hubungin cs nya jg ga bs!!,2.116.0,1,pembayaran angsuran pending terus tapi dana juga ga bisa balik. hubungin cs nya jg ga bs!!
tolong ini kenapa sekarang qris nya sering ada kendala Mulu yaa,2.122.0,1,tolong ini kenapa sekarang qris nya sering ada kendala mulu yaa
gak bisa ganti nomor njir,2.115.0,3,gak bisa ganti nomor njir
gak bisa QR knapa,2.110.0,1,gak bisa qr knapa
saya stuck di otp saya tanya ke yang bantuan dana di suru ini suru itu tapi otp nya ga di kasi' kecewa mending pakai gopay 🙏🙏,2.118.0,1,saya stuck di otp saya tanya ke yang bantuan dana di suru ini suru itu tapi otp nya ga di kasi kecewa mending pakai gopay
payah dana cicil limit kecil dan 4 x bayar harusnya apa pilihan berapa x bayar gitu,2.113.1,1,payah dana cicil limit kecil dan 4 x bayar harusnya apa pilihan berapa x bayar gitu
sialan tranfer uang nunggu 24 jam lebih masih dalam proses..chat ke CS malah disuruh menunggu 5-7 hari kerja..gila apa...,2.116.0,1,sialan tranfer uang nunggu 24 jam lebih masih dalam proses..chat ke cs malah disuruh menunggu 5 7 hari kerja..gila apa...
kurang bagus masa dana cicilnya ga bisa di pake,2.122.0,1,kurang bagus masa dana cicilnya ga bisa di pake
Coba dulu kalau cocok di tambah nnti bintang nya,2.123.1,2,coba dulu kalau cocok di tambah nnti bintang nya
"gmpng eror, kalau eror lama bngt. koneksi lancar dibilang GK lancar, mau kirim uang di suruh nunggu karena banyak yg pakai, mau ini loding lama TPI GK bisa",2.118.0,1,"gmpng eror, kalau eror lama bngt. koneksi lancar dibilang gk lancar, mau kirim uang di suruh nunggu karena banyak yg pakai, mau ini loding lama tpi gk bisa"
sangat senang sekali saya suka alfikasi dana,2.111.0,1,sangat senang sekali saya suka alfikasi dana
kenapa tiba tiba eror sih ini apk gak jelas gw mau bayar ke warung susah muter truss kuota masih ada 10gb lagi masih aja muter emang gak jelas nih apk,2.117.1,1,kenapa tiba tiba eror sih ini apk gak jelas gw mau bayar ke warung susah muter truss kuota masih ada 10gb lagi masih aja muter emang gak jelas nih apk
saya top up lewat Alfamart sdh berhasil dan di apk dana juga ada notif berhasil top up Alfamart tapi saldo gak ada. itu uangnya kmna woi?,2.110.0,1,saya top up lewat alfamart sdh berhasil dan di apk dana juga ada notif berhasil top up alfamart tapi saldo gak ada. itu uangnya kmna woi?
aneh yang punya orang lain dana instan sama dana cicilnya muncul yang punya saya gak ada aneh pilih2 kaya gitu padahal akun nya udah premium sama make nya juga udah lama trus tiap hari juga transaksi tapi gak muncul2 dana cicil ama dana instanya,2.121.0,2,aneh yang punya orang lain dana instan sama dana cicilnya muncul yang punya saya gak ada aneh pilih2 kaya gitu padahal akun nya udah premium sama make nya juga udah lama trus tiap hari juga transaksi tapi gak muncul2 dana cicil ama dana instanya
aplikasi engak jelas buat rugi orang masa dana saya 50k bisa hilang tiba tiba tolong lah diperbaiki lagi,2.115.0,1,aplikasi engak jelas buat rugi orang masa dana saya 50k bisa hilang tiba tiba tolong lah diperbaiki lagi
ngirim uang ke orang lain sampe 5 kali gagal terus,2.122.0,1,ngirim uang ke orang lain sampe 5 kali gagal terus
apa ini gua top up lagi g bisa di ff mohon ini kenapa dana menolak transfer saya ingin top up,2.119.0,1,apa ini gua top up lagi g bisa di ff mohon ini kenapa dana menolak transfer saya ingin top up
tidak bagus aplikasi nya,2.123.2,1,tidak bagus aplikasi nya
"DANA tolong kembalikan uang saya,saya sudah menghubungi custumer care DANA,tapi tidak ada solusi,data2 saya sudah saya kirimkan untuk verifikasi berkali2,kenapa akun saya malah ditutup,dan e-ktp saya diblacklist. saya tidak masalah akun saya di tutup atau ktp saya di blacklist,tapi kembalikan dulu sisa saldo di akun saya.",2.116.0,1,"dana tolong kembalikan uang saya,saya sudah menghubungi custumer care dana,tapi tidak ada solusi,data2 saya sudah saya kirimkan untuk verifikasi berkali2,kenapa akun saya malah ditutup,dan e ktp saya diblacklist. saya tidak masalah akun saya di tutup atau ktp saya di blacklist,tapi kembalikan dulu sisa saldo di akun saya."
"seriing Error, padahal jaringan bagus",2.119.0,1,"seriing error, padahal jaringan bagus"
"aplikasi JELEK, pindah data ke akun baru aja di persulit padahal sudah vermuk foto ktp segala masih aja gak bisa, jadi buat apa minta vermuk kalau tetap gak bisa",2.119.0,1,"aplikasi jelek, pindah data ke akun baru aja di persulit padahal sudah vermuk foto ktp segala masih aja gak bisa, jadi buat apa minta vermuk kalau tetap gak bisa"
apliksi ga guna uabg dari tf bank ke dana ga ada masuk udah ditungguin smpe skrnf ga ada masuk,2.110.0,1,apliksi ga guna uabg dari tf bank ke dana ga ada masuk udah ditungguin smpe skrnf ga ada masuk
"kecewa karna fitur dananya tidak komplit, seperti dana cicil dan dana instan, dan customer servicenya tidak memuaskan bikin bingung",2.116.0,1,"kecewa karna fitur dananya tidak komplit, seperti dana cicil dan dana instan, dan customer servicenya tidak memuaskan bikin bingung"
kenapa tidak ada fitur e wallet bodoh!,2.123.2,1,kenapa tidak ada fitur e wallet bodoh!
apk banyak bug nya,2.113.1,1,apk banyak bug nya
dana cicil tidak dapat di gunakan. padahal limitnya ada. apk payah,2.118.0,2,dana cicil tidak dapat di gunakan. padahal limitnya ada. apk payah
ini aplikasi knp DA kok error,2.110.0,1,ini aplikasi knp da kok error
kenapa akun tidak bisa ganti nomor yg baru,2.122.0,1,kenapa akun tidak bisa ganti nomor yg baru
akun dana saya lama gak dibuka... mau login gak bisa karna dapat sms nomer otp... padahal ada yg transfer ke akun dana saya... gimana sih... ? kok kyak gini...,2.121.0,1,akun dana saya lama gak dibuka... mau login gak bisa karna dapat sms nomer otp... padahal ada yg transfer ke akun dana saya... gimana sih... ? kok kyak gini...
sering keluar sendiri ngebug gtu,2.111.0,1,sering keluar sendiri ngebug gtu
"kalau uang saya kembali 100%baru saya kasi rat sempurna, uang saya di dana goals gak bisa di tarik sama sekali error melulu, pas bikin dana goals baru saya isi 1000 mudah banget tuh ditariknya gak ada yg namanya eror sama sekali. jadi intinya sengaja gak sih mau ngambilin uang orang (mempersulit) ni aplikasi",2.122.0,1,"kalau uang saya kembali 100 baru saya kasi rat sempurna, uang saya di dana goals gak bisa di tarik sama sekali error melulu, pas bikin dana goals baru saya isi 1000 mudah banget tuh ditariknya gak ada yg namanya eror sama sekali. jadi intinya sengaja gak sih mau ngambilin uang orang mempersulit ni aplikasi"
dana ngga sat set kebanyakan gangguan!,2.110.0,1,dana ngga sat set kebanyakan gangguan!
tolong dong cepat di perbaiki jangn gangguan terus,2.118.0,1,tolong dong cepat di perbaiki jangn gangguan terus
Kenapa sering terjadi nya login ulang,2.116.0,1,kenapa sering terjadi nya login ulang
kenapa menu dana cicil dan dana instant hilang???? terus bagaimana ini mau bayar tagihan???,2.118.0,2,kenapa menu dana cicil dan dana instant hilang???? terus bagaimana ini mau bayar tagihan???
sering gangguan sekarang kek sampah,2.118.0,1,sering gangguan sekarang kek sampah
kenapa iya udh ada dana cicil nya tapi gak bisa di pke aneh kali🙁,2.113.1,2,kenapa iya udh ada dana cicil nya tapi gak bisa di pke aneh kali
sandi nya udah bener tapi tetep aja harus pake no TLP padahal kan no hp nya dah nggk ada pake wajah juga tetep aja nggk bisa d buka,2.113.1,1,sandi nya udah bener tapi tetep aja harus pake no tlp padahal kan no hp nya dah nggk ada pake wajah juga tetep aja nggk bisa d buka
"betul apk dana sekarang aneh, ketika kita menghubungi customer care gk bisa bantu sama sekali yg ada di alihkan ke mana mana",2.119.0,1,"betul apk dana sekarang aneh, ketika kita menghubungi customer care gk bisa bantu sama sekali yg ada di alihkan ke mana mana"
"top up e-money 50rb di transaksi dana berhasil masuk cuma pas di cek di e-money malah saldo masih kurang dari 50rb gimana si ini dana, padahal udah komplen tapi malah di cuekin",2.122.0,2,"top up e money 50rb di transaksi dana berhasil masuk cuma pas di cek di e money malah saldo masih kurang dari 50rb gimana si ini dana, padahal udah komplen tapi malah di cuekin"
"abis update Mlah mental"" trus kluar sendiri coba perbaiki lagi",2.112.0,3,abis update mlah mental trus kluar sendiri coba perbaiki lagi
dari dulu pakek dana tapi gak dikasih dana cicil sama dana padahal udh bertahun tahun pakek agek kecewa sama dana ini,2.119.0,1,dari dulu pakek dana tapi gak dikasih dana cicil sama dana padahal udh bertahun tahun pakek agek kecewa sama dana ini
"Aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto KTP udah,verifikasi wajah udah,no pin udah,eee,ujung_ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya Diana,diananya boot",2.121.0,1,"aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto ktp udah,verifikasi wajah udah,no pin udah,eee,ujung ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya diana,diananya boot"
aplikasi berat banget sampe gabisa login,2.119.0,1,aplikasi berat banget sampe gabisa login
banyak penipuan mengaku dari pihak dana dan saya juga kena kenapa tidak bisa dikembalikan saldonya jadi menyesal nyimpan di dana tiba tiba ada transaksi yang bukan saya yang transaksi,2.113.1,1,banyak penipuan mengaku dari pihak dana dan saya juga kena kenapa tidak bisa dikembalikan saldonya jadi menyesal nyimpan di dana tiba tiba ada transaksi yang bukan saya yang transaksi
mending fitur dana cicil di hapus aja gak guna.baru dapet fitur dana cicil eh gak bisa di pake buat apa mending hapus aja perbanyak ternsakai apk gak guna,2.116.0,1,mending fitur dana cicil di hapus aja gak guna.baru dapet fitur dana cicil eh gak bisa di pake buat apa mending hapus aja perbanyak ternsakai apk gak guna
sering terjadi eror pada qris,2.110.0,1,sering terjadi eror pada qris
"bintang 1 saldo tiba tiba hilang ke lazada, padahal saya tidak punya akun lazada. aplikasi dana sudah tidak aman lagi",2.117.1,1,"bintang 1 saldo tiba tiba hilang ke lazada, padahal saya tidak punya akun lazada. aplikasi dana sudah tidak aman lagi"
verifikasi ulang tak bisa krim poto karena tidak mendukung ???,2.116.0,1,verifikasi ulang tak bisa krim poto karena tidak mendukung ???
jelekk(kkkkkkkkkkk aplikasi sampahhhhhh... tolol,2.119.0,1,jelekk kkkkkkkkkkk aplikasi sampahhhhhh... tolol
mohon segera di perbaiki tidak bisa transaksi tidak bisa login eror sering terjadi akhir2 ini,2.115.0,3,mohon segera di perbaiki tidak bisa transaksi tidak bisa login eror sering terjadi akhir2 ini
"DANA gangguan, transfer Bank ke DANA tidak masuk masuk saldonya menghubungi CS nya juga gak bisa malah muter muter",2.110.0,3,"dana gangguan, transfer bank ke dana tidak masuk masuk saldonya menghubungi cs nya juga gak bisa malah muter muter"
"Uang dicuri orang , sudah buat pelaporan masih tidak di tindak lanjuti, jangan pernah pake apk ini sumpah sistem gampang di bobol",2.122.0,1,"uang dicuri orang , sudah buat pelaporan masih tidak di tindak lanjuti, jangan pernah pake apk ini sumpah sistem gampang di bobol"
"hp saya hilang sama kartu nya juga,mau login gak bisa suruh masukin kode otp,gimana mau dapet otp hp hilang sama kartunya juga gak ada,gak bisa login jadi gak bisa menghubungi Diana",2.114.1,2,"hp saya hilang sama kartu nya juga,mau login gak bisa suruh masukin kode otp,gimana mau dapet otp hp hilang sama kartunya juga gak ada,gak bisa login jadi gak bisa menghubungi diana"
sering kali gangguan gak bisa di pakai. muak lama lama kek gini pepek,2.110.0,1,sering kali gangguan gak bisa di pakai. muak lama lama kek gini pepek
kenapa gak bisah jual SBN,2.119.0,2,kenapa gak bisah jual sbn
"aplikasi ngebugg tll g bisa qriss gak benerrrr bangettt,mohonnn segera di perbaikii,sampahhh",2.111.0,1,"aplikasi ngebugg tll g bisa qriss gak benerrrr bangettt,mohonnn segera di perbaikii,sampahhh"
"udah g bener ni masak udah berhasil terkirim dan kepotong saldonya,di sipenerima belum masuk saldonya Cemana sistemnya tolonglah",2.112.0,1,"udah g bener ni masak udah berhasil terkirim dan kepotong saldonya,di sipenerima belum masuk saldonya cemana sistemnya tolonglah"
kok saya ngak bisa melakukan transaksi seperti isi pulsa bayar token listrik ya,2.115.0,1,kok saya ngak bisa melakukan transaksi seperti isi pulsa bayar token listrik ya
duh lama kali error dana nih.,2.110.0,1,duh lama kali error dana nih.
kok lemot susah di buka.,2.116.0,3,kok lemot susah di buka.
"dana,saya kena tipu,minta pengembalian dana aja butuh waktu 7 hari,belum jelas dibalikin apa ngga duitnya",2.112.0,2,"dana,saya kena tipu,minta pengembalian dana aja butuh waktu 7 hari,belum jelas dibalikin apa ngga duitnya"
saya sering bertransaksi akun sudah premium tapi kenapa fitur dana cicil saya tidak muncul.,2.119.0,3,saya sering bertransaksi akun sudah premium tapi kenapa fitur dana cicil saya tidak muncul.
"kurang banyak gratis transfernya, terus pelayanan CSnya kurang responsif",2.119.0,2,"kurang banyak gratis transfernya, terus pelayanan csnya kurang responsif"
"ganti no aja dipersulit, mau ku hapus aja pindah ke ovo!",2.113.1,1,"ganti no aja dipersulit, mau ku hapus aja pindah ke ovo!"
"padahal akun sudah premium, tapi tidak bisa di isi saldo atau transfer",2.112.0,1,"padahal akun sudah premium, tapi tidak bisa di isi saldo atau transfer"
gak bagus dah brtaun taun pake gak ada dana cicil buruk,2.112.0,1,gak bagus dah brtaun taun pake gak ada dana cicil buruk
Tiap malam minggu pasti error,2.123.1,1,tiap malam minggu pasti error
"baik kk, jika uang saya tidak kebali saya bersupah saya tidak tabung lagi ke dana",2.117.1,2,"baik kk, jika uang saya tidak kebali saya bersupah saya tidak tabung lagi ke dana"
"top up ga masuk,notipikasinya masuk saldonya tidak bertambahh",2.110.0,1,"top up ga masuk,notipikasinya masuk saldonya tidak bertambahh"
pihak dana aneh 4 memakai tapi ngk muncul fitur cicil instan,2.111.0,1,pihak dana aneh 4 memakai tapi ngk muncul fitur cicil instan
"ini gimna dari pihak DANA saya mau Transfer uang ke E-wallet GOPAY Malah sesi sudah kadaluarsa terus gga bisa Transfer malah nunggu 3 Hari apa apaan ini Orang tua saya lagi butuh Uang Emergency banget malah ke begini hadeuhh lebih Baik SAYA OUT Saja lah Di APK DANA, percuma males bikin Kesal",2.112.0,1,"ini gimna dari pihak dana saya mau transfer uang ke e wallet gopay malah sesi sudah kadaluarsa terus gga bisa transfer malah nunggu 3 hari apa apaan ini orang tua saya lagi butuh uang emergency banget malah ke begini hadeuhh lebih baik saya out saja lah di apk dana, percuma males bikin kesal"
gk bisa kasih solusi nih+ klo memang di blokir knpa gk d hpus aj akun nya,2.123.1,1,gk bisa kasih solusi nih klo memang di blokir knpa gk d hpus aj akun nya
"apk apa ini saldo saya tiba² mengurang padahal saya tidak beli apa² ,, tiba² kesedot sndri tolong kalo butuh duit jangan duit saya yang anda ambil",2.119.0,2,"apk apa ini saldo saya tiba mengurang padahal saya tidak beli apa ,, tiba kesedot sndri tolong kalo butuh duit jangan duit saya yang anda ambil"
aplikasi tolol uang saya hilang gak tau kmna tiba2 ada transaksi pdahal gak ada sama sekali,2.123.1,1,aplikasi tolol uang saya hilang gak tau kmna tiba2 ada transaksi pdahal gak ada sama sekali
isi saldo 25000 dari BCA ga masuk masuk sudah lebih dari 24 jam sudah buat pelaporan tapi di puter puter suruh isi nomor ref tapi salah melulu padahal itu sudah bener no ref nya sangan sangat pusing di puter puter terus,2.112.0,1,isi saldo 25000 dari bca ga masuk masuk sudah lebih dari 24 jam sudah buat pelaporan tapi di puter puter suruh isi nomor ref tapi salah melulu padahal itu sudah bener no ref nya sangan sangat pusing di puter puter terus
knpa dana cicil saya belom bisa digunakan atau tidak bisa aktivasi padahal transaksi juga limit tiap bulan,2.119.0,2,knpa dana cicil saya belom bisa digunakan atau tidak bisa aktivasi padahal transaksi juga limit tiap bulan
"kenpa sih ni dana eror masa saldo jd 0 ,di akses susah lg.",2.110.0,1,"kenpa sih ni dana eror masa saldo jd 0 ,di akses susah lg."
