content,reviewCreatedVersion,score,cleaned_content
sangat suka dan sangat membantu sekali di karir saya berbisnis🙏,2.122.0,5,sangat suka dan sangat membantu sekali di karir saya berbisnis
jangan kebanyakan otp saldo ku jadi hilang karena ga bisa di buka karena kartu sudah hilang,2.120.1,1,jangan kebanyakan otp saldo ku jadi hilang karena ga bisa di buka karena kartu sudah hilang
gk bisa kasih solusi nih,2.122.0,1,gk bisa kasih solusi nih
kenapa dana cicil aku di dana GK ada muncul,2.122.0,5,kenapa dana cicil aku di dana gk ada muncul
dana parah banget uang tiba² ke ambil google harus nya jaga keamanan dong ini malah ga aman mana ga bisa di balikin lagi padahal tidak pernah membeli di playstor atau segala apapun itu tapi kenapa ke ambil,2.119.0,1,dana parah banget uang tiba ke ambil google harus nya jaga keamanan dong ini malah ga aman mana ga bisa di balikin lagi padahal tidak pernah membeli di playstor atau segala apapun itu tapi kenapa ke ambil
lebih bagus lagi kalo bekas transaksi di hapus otomatis perminggu,2.121.0,5,lebih bagus lagi kalo bekas transaksi di hapus otomatis perminggu
"apk yang bermanfaat, baik juga sangat membantu",2.122.0,5,"apk yang bermanfaat, baik juga sangat membantu"
kenapa gk bisa masuk,2.122.0,5,kenapa gk bisa masuk
"dr dulu ga pernah ada solusi kenapa tiba2 uang hilang di akun dana. tidak pernah ada pengembalian. ini saya sudah 2 x seperti ini , 2x ganti nomor tp tetap saja uang saya hilang di akun dana. saya tidak pernah pakai tautkan akun dana di gogle atau semacamnya. tp tiba2 ke potong . nominal memang bagi kalian kecil. tp buat saya itu besar. pertama 300 ribu. kemarin malam 162 ribu.",2.122.0,1,"dr dulu ga pernah ada solusi kenapa tiba2 uang hilang di akun dana. tidak pernah ada pengembalian. ini saya sudah 2 x seperti ini , 2x ganti nomor tp tetap saja uang saya hilang di akun dana. saya tidak pernah pakai tautkan akun dana di gogle atau semacamnya. tp tiba2 ke potong . nominal memang bagi kalian kecil. tp buat saya itu besar. pertama 300 ribu. kemarin malam 162 ribu."
"APLIKASI GAJELAS, KEBANYAKAN ERROR. UDAH GA GUNA NIH APLIKASI",2.122.0,1,"aplikasi gajelas, kebanyakan error. udah ga guna nih aplikasi"
fitur aplikasi dana cicil GK fungsi nunggu dua tahun GK bisa di gubakan,2.122.0,5,fitur aplikasi dana cicil gk fungsi nunggu dua tahun gk bisa di gubakan
tidak ada dana cicil dan dana instan padahal sudah banyak transaksi dan sudah premuim,2.122.0,1,tidak ada dana cicil dan dana instan padahal sudah banyak transaksi dan sudah premuim
Kenapa saya tidak ada untuk fitur dana cicil,2.122.0,5,kenapa saya tidak ada untuk fitur dana cicil
"dipaksa buat jadi premium, tapi ga jelas kocak bgt,",2.122.0,1,"dipaksa buat jadi premium, tapi ga jelas kocak bgt,"
dana cicil kok tidak muncul padahal data saya masih bersih belum ada sama sekali pinjaman masi bersih semua data nya tapi fitur dana cicil kok tidak ada ya coba kasi saran min,2.122.0,5,dana cicil kok tidak muncul padahal data saya masih bersih belum ada sama sekali pinjaman masi bersih semua data nya tapi fitur dana cicil kok tidak ada ya coba kasi saran min
min Saya mau buat akun bisnis kok Lama ya verifikasih nya?,2.121.0,5,min saya mau buat akun bisnis kok lama ya verifikasih nya?
"munculkan lh fitur dana cicil diaplikasi saya,,Krn saya ingin menggunakan fitur dana cicil limit2 kecil aja",2.122.0,4,"munculkan lh fitur dana cicil diaplikasi saya,,krn saya ingin menggunakan fitur dana cicil limit2 kecil aja"
"Kpd Yth Developer,Admin ,kenapa setiap kali akses A+Rewards untuk Chek-In setiap hari Ketujuh aneh bin heran,suka tidak bisa diakses,mentok di hari ke-6 suka lompat lagi ke hari kesatu hari ke-7 nya tidak bisa diakses/cek-in, tolong diperbaiki lagi fiturnya ini terjadi setiap minggunya semenjak tahun 2026 sekarang kalau tahun yg lalu normal-normal saja bisa diakses pas hari ke 7 nya.Terima Kasih",2.122.0,5,"kpd yth developer,admin ,kenapa setiap kali akses a rewards untuk chek in setiap hari ketujuh aneh bin heran,suka tidak bisa diakses,mentok di hari ke 6 suka lompat lagi ke hari kesatu hari ke 7 nya tidak bisa diakses cek in, tolong diperbaiki lagi fiturnya ini terjadi setiap minggunya semenjak tahun 2026 sekarang kalau tahun yg lalu normal normal saja bisa diakses pas hari ke 7 nya.terima kasih"
gmna akun saya tidak bisa kembalikan,2.122.0,1,gmna akun saya tidak bisa kembalikan
tolong buka lagi dana cicil saya karena gabisa d pakai tapi dana cicil sudah ada limit,2.122.0,1,tolong buka lagi dana cicil saya karena gabisa d pakai tapi dana cicil sudah ada limit
limit dana cicil ada tapi gx bisa d gunakan parah,2.122.0,1,limit dana cicil ada tapi gx bisa d gunakan parah
aplikasi yg sangat bagus,2.122.0,5,aplikasi yg sangat bagus
aplikasi gaje TF malah pending kocak,2.122.0,1,aplikasi gaje tf malah pending kocak
Kenapa ya kq apl nya gk bisa kebuka,2.122.0,1,kenapa ya kq apl nya gk bisa kebuka
"saya ingin bertanya kenapa uang yang saya pakai untuk berlangganan Netflix tidak bisa di tonton dan pembayaran belum sama sekali ada bukti pembayaran nya, saya sudah bertanya ke layanan Diana tapi ia hanya mulut berlibet tanpa ada penjelasan yang masuk akan tolong di perbaiki yah",2.122.0,5,"saya ingin bertanya kenapa uang yang saya pakai untuk berlangganan netflix tidak bisa di tonton dan pembayaran belum sama sekali ada bukti pembayaran nya, saya sudah bertanya ke layanan diana tapi ia hanya mulut berlibet tanpa ada penjelasan yang masuk akan tolong di perbaiki yah"
"kalo bisa di next update fitur refound diadakan untuk mencegah pengguna melakukan salah transfer/salah kirim jadi gampang di refoundnya, untuk kenyamanan, keamanan dan kemudahan pengguna juga, semoga masukan saya ini diterima dengan baik oleh pihak dana, terimakasih.",2.120.1,4,"kalo bisa di next update fitur refound diadakan untuk mencegah pengguna melakukan salah transfer salah kirim jadi gampang di refoundnya, untuk kenyamanan, keamanan dan kemudahan pengguna juga, semoga masukan saya ini diterima dengan baik oleh pihak dana, terimakasih."
"dana mulai gak aman orang lain banyak yang mau retas/nyuri akun danaku padahal hp baru nomor baru juga. punyaku udah premium tapi klo ini beneran jebol berarti keamanan nya kurang ketat. saya harap orang lain yang mau masuk ke dana .. verifikasi wajah salah, sidik jari salah dan pin salah OTP gak ada. udah langsung halagin aja pihak dana. itu penyusup atau pencurian (orang gak bertanggung jawab)..!!!..",2.122.0,1,"dana mulai gak aman orang lain banyak yang mau retas nyuri akun danaku padahal hp baru nomor baru juga. punyaku udah premium tapi klo ini beneran jebol berarti keamanan nya kurang ketat. saya harap orang lain yang mau masuk ke dana .. verifikasi wajah salah, sidik jari salah dan pin salah otp gak ada. udah langsung halagin aja pihak dana. itu penyusup atau pencurian orang gak bertanggung jawab ..!!!.."
"jelek bgt anjr gabisa ngirim duit, alesannya kendala jaringan trs duit gue ketahan",2.122.0,1,"jelek bgt anjr gabisa ngirim duit, alesannya kendala jaringan trs duit gue ketahan"
malas kasih bintang 5 to buat aplikasi yang ngga jelas utk apdatu jadi premium to di persulit tahun ini di DANA.,2.122.0,1,malas kasih bintang 5 to buat aplikasi yang ngga jelas utk apdatu jadi premium to di persulit tahun ini di dana.
jangan g masuk akal orang scand wajah pakai wajah sendiri gabisa jangan bobrok masuk pakai nomer sendiri kok ga bisa SAYA TUNGGU JAWABAN SECEPATNYA.,2.122.0,1,jangan g masuk akal orang scand wajah pakai wajah sendiri gabisa jangan bobrok masuk pakai nomer sendiri kok ga bisa saya tunggu jawaban secepatnya.
gagal... proses aktivasi dana cicil.. bagaimana cara spaylater saya bisa.,2.121.0,5,gagal... proses aktivasi dana cicil.. bagaimana cara spaylater saya bisa.
"saya sangat terbantu oleh dana,, karena transaksi lebih mudah dan aman,, kita juga bisa isi saldo ewallet dan token listrik",2.122.0,5,"saya sangat terbantu oleh dana,, karena transaksi lebih mudah dan aman,, kita juga bisa isi saldo ewallet dan token listrik"
"aku top up dana tapi ngga masuk, tanya di cs apk nya udah aku kasih bukti top up malah katanya tidak sesuai, pdhl logo dari permata bank udah ganti lumayan lama sekitar 2 bulan lalu, sedangkan dana tidak update akan hal itu, JD bukti yang aku kasih ngga diterima, sayang sekali pdhl udah pakai dana lama, ngga pernah sekecewa ini",2.122.0,1,"aku top up dana tapi ngga masuk, tanya di cs apk nya udah aku kasih bukti top up malah katanya tidak sesuai, pdhl logo dari permata bank udah ganti lumayan lama sekitar 2 bulan lalu, sedangkan dana tidak update akan hal itu, jd bukti yang aku kasih ngga diterima, sayang sekali pdhl udah pakai dana lama, ngga pernah sekecewa ini"
minta dikirim kode OTP ke WA & SMS aja susahnya pake ribet. Gagal terus mau login DANA. Tolong dong dipermudah !!,2.122.0,1,minta dikirim kode otp ke wa sms aja susahnya pake ribet. gagal terus mau login dana. tolong dong dipermudah !!
dana cicil tidak bisa digunakan,2.122.0,5,dana cicil tidak bisa digunakan
gmna daftar dana playater min,2.122.0,5,gmna daftar dana playater min
mantap juga pake dana,2.122.0,5,mantap juga pake dana
saya baru ganti no rek isi dana pertama 100k. eh malah di ambil setan jadi sisanya 67k.. kok gitu ya,2.122.0,1,saya baru ganti no rek isi dana pertama 100k. eh malah di ambil setan jadi sisanya 67k.. kok gitu ya
bagus tapi kok lelet,2.122.0,5,bagus tapi kok lelet
bagus sekali.tapi kenapa dana cicil gagal .,2.122.0,5,bagus sekali.tapi kenapa dana cicil gagal .
dana cicil saya aktipkan dong,2.122.0,5,dana cicil saya aktipkan dong
tidak bagus meminta dana cicil tidak pernah di aktifkan sudah 25thn saya menggunakan dana,2.122.0,1,tidak bagus meminta dana cicil tidak pernah di aktifkan sudah 25thn saya menggunakan dana
semakin kesini semakin banyak elor nya,2.122.0,1,semakin kesini semakin banyak elor nya
"dari dulu premium tiba tiba jadi tidak premium, di upgrade gagal mulu, tolol",2.122.0,1,"dari dulu premium tiba tiba jadi tidak premium, di upgrade gagal mulu, tolol"
"Aplikasi setan,, susah dibuka,,, Aplikasi rusak gak ada perbaikan...",2.122.0,1,"aplikasi setan,, susah dibuka,,, aplikasi rusak gak ada perbaikan..."
gimana cara hapus akun dana,2.122.0,1,gimana cara hapus akun dana
good.. memudah kan bertransaksi,2.121.0,4,good.. memudah kan bertransaksi
Bagus bgt apa lagi kalau dana cicil nya aktif lagi,2.122.0,5,bagus bgt apa lagi kalau dana cicil nya aktif lagi
saya pengguna lama Dana dan serinh melakukan transaksi di Dana tetapi fitur dana cicil tidak ada sedang kan teman saya yang baru menggunakan dana sudah terbuka fitur dana cicil,2.122.0,3,saya pengguna lama dana dan serinh melakukan transaksi di dana tetapi fitur dana cicil tidak ada sedang kan teman saya yang baru menggunakan dana sudah terbuka fitur dana cicil
tp Dana saya banyak yg hilang,2.122.0,5,tp dana saya banyak yg hilang
"pelitt,udah make selama 4 tahun gak di bolehin aktifin dana cicil,gk recommend buat kalian",2.122.0,1,"pelitt,udah make selama 4 tahun gak di bolehin aktifin dana cicil,gk recommend buat kalian"
"Yg kita keluhkan itu di buat kirim (TRANSFER) gak bisa,harus premium bukan buat belanja Sampe sini jelas kan yang saya maksudkan Kalo memang itu regualsi dari BI harusnya berlaku juga untuk penerima'an,begitu bener gak  Sama sam demi keamanan Karna nomer dana yang belum premium tidak memiliki identitas jadinya antara nerima dan kirim sama2 gak ada identitas tapi dia boleh nerima tanpa identita tapi gak boleh kirim kalo tanpa identitas mau gak mau haru pake blanja baru saldonya bisa kluar",2.122.0,1,"yg kita keluhkan itu di buat kirim transfer gak bisa,harus premium bukan buat belanja sampe sini jelas kan yang saya maksudkan kalo memang itu regualsi dari bi harusnya berlaku juga untuk penerima an,begitu bener gak sama sam demi keamanan karna nomer dana yang belum premium tidak memiliki identitas jadinya antara nerima dan kirim sama2 gak ada identitas tapi dia boleh nerima tanpa identita tapi gak boleh kirim kalo tanpa identitas mau gak mau haru pake blanja baru saldonya bisa kluar"
gatau gaada uang soalnya,2.122.0,5,gatau gaada uang soalnya
kenapa setiap brli paket data diaplikasi dana kadang tidak masuk ke nomor.ini juga tadi beli paket data diaplikasi dana masuk tapi tidak bisa dipakai,2.121.0,3,kenapa setiap brli paket data diaplikasi dana kadang tidak masuk ke nomor.ini juga tadi beli paket data diaplikasi dana masuk tapi tidak bisa dipakai
tolong di tampilkan fitur dana cicil di akun dana saya. saya sering transaksi sampai limit tapi kenapa saya tidak punya fitur dana cicil,2.122.0,5,tolong di tampilkan fitur dana cicil di akun dana saya. saya sering transaksi sampai limit tapi kenapa saya tidak punya fitur dana cicil
WOY ..DANA CICIL SEKARANG G BISA D PAKE. RUSAK PA NI SISTEMNYA .BAYAR TERUS ..DANA CICIL DAH G BISA. HAPUS Z,2.122.0,5,woy ..dana cicil sekarang g bisa d pake. rusak pa ni sistemnya .bayar terus ..dana cicil dah g bisa. hapus z
"min ko barusan danaku hilang 50 .000 padahal ga ku pake buat apa apa,kemarin Masi 100, terus mau beli paket tinggal 50 ,terus ga ku buat apa apa masa bisa ilang?? sekarang kalo ga di pake bisa ngurang duitnya toh?",2.122.0,3,"min ko barusan danaku hilang 50 .000 padahal ga ku pake buat apa apa,kemarin masi 100, terus mau beli paket tinggal 50 ,terus ga ku buat apa apa masa bisa ilang?? sekarang kalo ga di pake bisa ngurang duitnya toh?"
dana cicil saya tidak bisa dipakai tolong bantuannya,2.122.0,5,dana cicil saya tidak bisa dipakai tolong bantuannya
"mudah beli ap saja, melalui Dana, apalagi beli token, puas banget make aplikasi Dana",2.121.0,5,"mudah beli ap saja, melalui dana, apalagi beli token, puas banget make aplikasi dana"
coba dulu baru pakai.kalo bagus baru sya kasih bintang 5,2.122.0,4,coba dulu baru pakai.kalo bagus baru sya kasih bintang 5
"jumat 2 januari 2026 jam 17:30 saldo dana sya hilang Rp4,399000 , ada yg melakukan transaksi tanpa sepengetahuan sya saldo ludes , dari pihak dana tdk ada niat mengganti atau uang di kembalikan jadi saran jangan pake dana bahaya sistem gampang di retas atau hack, dan sudah banyak yg jadi korban coba liat d tiktok yg jadi korban , dan pihak dana tdk ada niat untuk memperbaiki sistemnya dan tdk ada solusi bagi kita yg kehilangan saldo yg sudah jadi korban, dan tidak ada niat bertanggung jawab",2.119.0,1,"jumat 2 januari 2026 jam 17 30 saldo dana sya hilang rp4,399000 , ada yg melakukan transaksi tanpa sepengetahuan sya saldo ludes , dari pihak dana tdk ada niat mengganti atau uang di kembalikan jadi saran jangan pake dana bahaya sistem gampang di retas atau hack, dan sudah banyak yg jadi korban coba liat d tiktok yg jadi korban , dan pihak dana tdk ada niat untuk memperbaiki sistemnya dan tdk ada solusi bagi kita yg kehilangan saldo yg sudah jadi korban, dan tidak ada niat bertanggung jawab"
lumayan bagus dan cepat,2.122.0,3,lumayan bagus dan cepat
cara aktif dana dicicil,2.122.0,5,cara aktif dana dicicil
"apaan sih ni apk makin ga jelas, tbtb transfer sendiri. nyimpen duit disini makin ga aman dulu ilang 50k skrg duit ke tarik 20k blm ada pembayaran kemana mana loh ini sy.",2.122.0,1,"apaan sih ni apk makin ga jelas, tbtb transfer sendiri. nyimpen duit disini makin ga aman dulu ilang 50k skrg duit ke tarik 20k blm ada pembayaran kemana mana loh ini sy."
"voucher google Play Store kenapa tidak bisa digunakan padahal sudah beli voucher 21rb lebih buat voucher google Play Store 25rb pada saat topup di dalam game, voucher tidak dapat terpakai dan harga topup tidak terpotong padahal dulu bisa aktif sekarang lebih seperti scam bikin rugi. edit: aplikasi dana sekarang sudah beda login harian a+rewards saja masih tetap tidak bisa di claim sudah sebulan lebih, sudah hubungi cs tapi jawabannya muter"" seperti bot kalo masih tidak diperbaiki parah sekali.",2.122.0,1,"voucher google play store kenapa tidak bisa digunakan padahal sudah beli voucher 21rb lebih buat voucher google play store 25rb pada saat topup di dalam game, voucher tidak dapat terpakai dan harga topup tidak terpotong padahal dulu bisa aktif sekarang lebih seperti scam bikin rugi. edit aplikasi dana sekarang sudah beda login harian a rewards saja masih tetap tidak bisa di claim sudah sebulan lebih, sudah hubungi cs tapi jawabannya muter seperti bot kalo masih tidak diperbaiki parah sekali."
"kecewa dengan aplikasi dana , gak aman simpan uang, kalau gak bisa jaminin uang nasabah ngapain buka aplikasi,",2.121.0,1,"kecewa dengan aplikasi dana , gak aman simpan uang, kalau gak bisa jaminin uang nasabah ngapain buka aplikasi,"
aplikasi yg memudahkan segala urusan,2.121.0,5,aplikasi yg memudahkan segala urusan
woy dana saya belum uga masuk,2.122.0,1,woy dana saya belum uga masuk
"aplikasi ini sangat membantu, tapi masih lemot....😢",2.122.0,4,"aplikasi ini sangat membantu, tapi masih lemot...."
"kocak ni dana mau top up malah gak bisa ada tulisan ""dana menolak pembayaran karena batas transaksi"" batas apaan woy gw gak pernah ngasih batas aneh banget ni dana perbaikilah woy",2.122.0,2,kocak ni dana mau top up malah gak bisa ada tulisan dana menolak pembayaran karena batas transaksi batas apaan woy gw gak pernah ngasih batas aneh banget ni dana perbaikilah woy
"uang saya menghilang dr dana tanpa ada riwayat transaksi!! riwayat transaksi semua benar tp uang saya menghilang. jumlah saldo tidak sesuai dengan yg seharusnya, sudah saya keluhkan lewat number tlp keluhan dana hanya iya iya saja tdk ada kejelasan lg sampai detik ini, saya dm lewat ig jg tdk jls, tdk ada kejelasan jg sampai detik ini! email jg sama! KECEWA BGT, mending gausah pake apk ini lg deh walaupun satset! GK AMAN!.",2.120.1,1,"uang saya menghilang dr dana tanpa ada riwayat transaksi!! riwayat transaksi semua benar tp uang saya menghilang. jumlah saldo tidak sesuai dengan yg seharusnya, sudah saya keluhkan lewat number tlp keluhan dana hanya iya iya saja tdk ada kejelasan lg sampai detik ini, saya dm lewat ig jg tdk jls, tdk ada kejelasan jg sampai detik ini! email jg sama! kecewa bgt, mending gausah pake apk ini lg deh walaupun satset! gk aman!."
sangat membantu sekali mks,2.122.0,5,sangat membantu sekali mks
tidak ada fitur dan instan,2.122.0,5,tidak ada fitur dan instan
"aplikasi kebanyakan daftar, pas mau TF ke bank lain malah isi UPGRADE KE PREMIUM ishhh ngeselin bgt mana udh terlanjur beli makanan isi ini isi itu ngeribetin bangettt luu, pas udh daftar pake e KTP gua malah sistem bermasalah disuruh nunggu lagi beberapa saat gua udh bela2in buang waktu buat daftar gini doang malah eror sistemnya, mana udh urgent mau bayar belanjaan semua duit gua ada disini SUMPAH NGERIBETIN BGT DANA",2.121.0,1,"aplikasi kebanyakan daftar, pas mau tf ke bank lain malah isi upgrade ke premium ishhh ngeselin bgt mana udh terlanjur beli makanan isi ini isi itu ngeribetin bangettt luu, pas udh daftar pake e ktp gua malah sistem bermasalah disuruh nunggu lagi beberapa saat gua udh bela2in buang waktu buat daftar gini doang malah eror sistemnya, mana udh urgent mau bayar belanjaan semua duit gua ada disini sumpah ngeribetin bgt dana"
saya ingin mengajukan tentang dana cicil saya yang belum ada,2.122.0,4,saya ingin mengajukan tentang dana cicil saya yang belum ada
apakah dana ga punya pkrja.. smpai smpai balasan cht dari pengguna cuma di bls mnggunakn ketikan komputer..stiap kli cht..blsan itu itu doang yg tmpilkn... tmbh lgi sy minta dana cicil sy di aktivkn kmbali .TPI smpai skrng blom juga di aktivkn.. parah..,2.122.0,2,apakah dana ga punya pkrja.. smpai smpai balasan cht dari pengguna cuma di bls mnggunakn ketikan komputer..stiap kli cht..blsan itu itu doang yg tmpilkn... tmbh lgi sy minta dana cicil sy di aktivkn kmbali .tpi smpai skrng blom juga di aktivkn.. parah..
gk ada menu dana cicil nya,2.121.0,1,gk ada menu dana cicil nya
"saya minta tolong hapus data di akun saya terimakasih, karena akun saya disabotase orang lain...",2.122.0,5,"saya minta tolong hapus data di akun saya terimakasih, karena akun saya disabotase orang lain..."
"Buat gratis transfer 50/100 antar bank, dikit banget 10x cuk",2.122.0,2,"buat gratis transfer 50 100 antar bank, dikit banget 10x cuk"
tarik tunai ga2l tapi saldo g kembali..😥😥😥,2.121.0,5,tarik tunai ga2l tapi saldo g kembali..
saya tidak bisa menggunakan dana cicil,2.122.0,5,saya tidak bisa menggunakan dana cicil
sangat baik apl ini,2.120.1,5,sangat baik apl ini
kenapa dana cicil selalu tidak tersedia. padahal angsuran sudah di lunasi semua. tapi tetap tidak berlaku. masalah yah di mana. kalau begitu buat apah di adakan dana cicil kalo tidak bisa di gunakan. sangat tidak berguna.👎👎👎,2.122.0,2,kenapa dana cicil selalu tidak tersedia. padahal angsuran sudah di lunasi semua. tapi tetap tidak berlaku. masalah yah di mana. kalau begitu buat apah di adakan dana cicil kalo tidak bisa di gunakan. sangat tidak berguna.
sayang nya dana cicil tidak ada di aplikasi ku,2.122.0,5,sayang nya dana cicil tidak ada di aplikasi ku
saya kan masih baru pertama menggunakan aplikasih ini. ya..semoga lancar.,2.122.0,5,saya kan masih baru pertama menggunakan aplikasih ini. ya..semoga lancar.
"buka aplikasi dana sekarang harus ngelawati iklan dlu ,boros kuota bro🤣",2.122.0,5,"buka aplikasi dana sekarang harus ngelawati iklan dlu ,boros kuota bro"
bug: batas waktu code penarikan uang akan membeku jika handphone dimatikan,2.119.0,4,bug batas waktu code penarikan uang akan membeku jika handphone dimatikan
"aduhh minn,,, dana aku udah aku di premium in tapi kok pas mau coba ambil qr sendiri kok gabisa, padahal katanya pengerjaan nya 2-3 hari ini udah lebih mau hari ke 5 setiap hari saya cek ke dana bisnis tetep ada bacaan toko tidak ada sama coba lagi saya pencet gabisa bisa tolong min kasih tau penyebabnya,,,,.",2.122.0,1,"aduhh minn,,, dana aku udah aku di premium in tapi kok pas mau coba ambil qr sendiri kok gabisa, padahal katanya pengerjaan nya 2 3 hari ini udah lebih mau hari ke 5 setiap hari saya cek ke dana bisnis tetep ada bacaan toko tidak ada sama coba lagi saya pencet gabisa bisa tolong min kasih tau penyebabnya,,,,."
Sangat Membantu S X semua pekerjan yg tadi nya sangat melelahkan jadi lebih muda hemat waktu & hemat biaya bisa di lakukN drmah gk perlu keluar kemana² lg tingal klik apa pun bisa di lakukkan dengan DANA,2.122.0,5,sangat membantu s x semua pekerjan yg tadi nya sangat melelahkan jadi lebih muda hemat waktu hemat biaya bisa di lakukn drmah gk perlu keluar kemana lg tingal klik apa pun bisa di lakukkan dengan dana
knpa habis update malah jadi lambat mau TF aja lambat sekali prosesnya😮‍💨,2.122.0,1,knpa habis update malah jadi lambat mau tf aja lambat sekali prosesnya
costumer service dana susah d hubungi saya butuh bantuannya mohon admin memperbaiki nya,2.122.0,1,costumer service dana susah d hubungi saya butuh bantuannya mohon admin memperbaiki nya
woi Dana kenapa ini sistem keamanannya kacau banget akhir² ini. saldo dana tiba² terpotong aja oleh aplikasi gak dikenal yang bahkan kita gak instal dan gak berlangganan dan semua itu tanpa melalui proses memasukkan sandi atau pin keamanan dari akun Dana kita. saya hari ini tanggal 22 april 2026 saldo dana saya terpotong yang tadinya 212.000 kini tinggal 80.000 dan itu terpotong oleh aplikasi gak dikenal dan gak ada di hp saya. bagaimana ini solusi dan tanggung jawabnya?!!,2.122.0,1,woi dana kenapa ini sistem keamanannya kacau banget akhir ini. saldo dana tiba terpotong aja oleh aplikasi gak dikenal yang bahkan kita gak instal dan gak berlangganan dan semua itu tanpa melalui proses memasukkan sandi atau pin keamanan dari akun dana kita. saya hari ini tanggal 22 april 2026 saldo dana saya terpotong yang tadinya 212.000 kini tinggal 80.000 dan itu terpotong oleh aplikasi gak dikenal dan gak ada di hp saya. bagaimana ini solusi dan tanggung jawabnya?!!
"tidak ada dana cicil atau dana instan, tolong lah di perhatikan",2.122.0,5,"tidak ada dana cicil atau dana instan, tolong lah di perhatikan"
"untuk verifikasi nya tolong di permudah, untuk dana bisnis nya untuk kios rumahan"" kelontong kecil""an dan juga tolong untuk riwayat transaksinya tolong di adakan Cetak Struk. dan Fitur Hutang, juga jaminan di adakan terimakasih.",2.122.0,4,"untuk verifikasi nya tolong di permudah, untuk dana bisnis nya untuk kios rumahan kelontong kecil an dan juga tolong untuk riwayat transaksinya tolong di adakan cetak struk. dan fitur hutang, juga jaminan di adakan terimakasih."
"Allahmdulillah terimakasih DANA, saya sangat senang sekali fitur DANA CICIL & DANA INSTAN sudah tersedia di aplikasi DANA saya, sehingga kebutuhan saya bisa dibantu dengan adanya fitur-fitur pinjaman seperti DANA CICIL & DANA INSTAN TOLONG TAMBAHIN LAGI DONG LIMIT DANA INSTAN NYA 🙏🙏🙏",2.122.0,5,"allahmdulillah terimakasih dana, saya sangat senang sekali fitur dana cicil dana instan sudah tersedia di aplikasi dana saya, sehingga kebutuhan saya bisa dibantu dengan adanya fitur fitur pinjaman seperti dana cicil dana instan tolong tambahin lagi dong limit dana instan nya"
aplikasi yang sangat mudah buat transaksi,2.122.0,5,aplikasi yang sangat mudah buat transaksi
"sangat puas dengan aplikasi nya, tapi gak bisa pakai dana cicil",2.122.0,5,"sangat puas dengan aplikasi nya, tapi gak bisa pakai dana cicil"
akhir akhir ini meng ngecewakan dana limit di lunasi sebelum jatuh tempo hanya terpakai 2x aja seterusnya masih blm bisa kepakai ngapain juga kasih dana cicil gak guna.. bukanya naik limitnya malah ini gak bisa kepakai sama sekali,2.122.0,2,akhir akhir ini meng ngecewakan dana limit di lunasi sebelum jatuh tempo hanya terpakai 2x aja seterusnya masih blm bisa kepakai ngapain juga kasih dana cicil gak guna.. bukanya naik limitnya malah ini gak bisa kepakai sama sekali
"hai dana aku. suka sih Ama apk nya bisa TF uang dan dll tapi keluhan ku di sini knp ya uang yg di tf suka tiba tiba kekuras sendiri yg awalnya 200 ribu jadi 100 ribu ih kesel bet sumpah , trs aku juga pas mau top up pake dana itu kan harga topupnya lumayan murah awalnya 38 saldo ku top up 9 ribu jdi kan 38 di kurg 9, 29 itu sisanya, nah tiba tiba dana ku jdi 23 nah tiba tiba lagi jdi 14 ribu Sumpah aneh bet heran pdhl itu uang sisa ku buat jajan 😔",2.122.0,4,"hai dana aku. suka sih ama apk nya bisa tf uang dan dll tapi keluhan ku di sini knp ya uang yg di tf suka tiba tiba kekuras sendiri yg awalnya 200 ribu jadi 100 ribu ih kesel bet sumpah , trs aku juga pas mau top up pake dana itu kan harga topupnya lumayan murah awalnya 38 saldo ku top up 9 ribu jdi kan 38 di kurg 9, 29 itu sisanya, nah tiba tiba dana ku jdi 23 nah tiba tiba lagi jdi 14 ribu sumpah aneh bet heran pdhl itu uang sisa ku buat jajan"
gangguan Mulu dana abis nya dana di pake buat slot,2.122.0,1,gangguan mulu dana abis nya dana di pake buat slot
donwload qris dari dana bisnis gak bisa malah ke pengaturan aplikasi mulu,2.122.0,3,donwload qris dari dana bisnis gak bisa malah ke pengaturan aplikasi mulu
untuk dana cicil kok tidak bisa di gunakan ya... padahal limit ada 150000..tolong jelaskan min 🙏,2.122.0,4,untuk dana cicil kok tidak bisa di gunakan ya... padahal limit ada 150000..tolong jelaskan min
Hai Play Store & Hai DANA. apakah Playstore Ku Sudah Nyambung Ke DANA. yah ? sebab Aku Suka Juga BERMAIN GAME YANG ACTIVE. dapat CASH REELS MONEY. nya saat ini Aku Sedang Bermain GAME Terima kasih,2.122.0,5,hai play store hai dana. apakah playstore ku sudah nyambung ke dana. yah ? sebab aku suka juga bermain game yang active. dapat cash reels money. nya saat ini aku sedang bermain game terima kasih
tolong dana saya 6 juta di kembalikan di mana etika bosnya ini 6 juta emng kecil buat kalian tapi 6 juta buat kamu itu banyak sekali setiap update aplikasi ini saya tetap bakal buat laporan sperti ini trimakasih laporan di cs ngga nyambung,2.119.0,1,tolong dana saya 6 juta di kembalikan di mana etika bosnya ini 6 juta emng kecil buat kalian tapi 6 juta buat kamu itu banyak sekali setiap update aplikasi ini saya tetap bakal buat laporan sperti ini trimakasih laporan di cs ngga nyambung
