content,reviewCreatedVersion,score,cleaned_content
"sngat jlek pertama dg no lama saldo hilang 15000 saat TF ,TF ga msuk saldo lenyap ganti no baru ,saldo 18800 buat isi pulsa ga bisa buat TF jg ga bisa (JD beku ) di komplain berbelit bingungkan jg pernyataan di ulang2 ga ada jln solusi ,ganti no suruh upgrade bgtu upgrade minta kmbali ke no lama jwb KTP SDH pernah dgunakan JD mau ga mau dg sngat terpaksa hilang SDH saldo no pertama yg no baru saldo JD beku(HNY bisa utk terima TF utk kirim TF ga bisa ) sngat kecewa kapok sy n SDH ga percaya",2.121.0,1,"sngat jlek pertama dg no lama saldo hilang 15000 saat tf ,tf ga msuk saldo lenyap ganti no baru ,saldo 18800 buat isi pulsa ga bisa buat tf jg ga bisa jd beku di komplain berbelit bingungkan jg pernyataan di ulang2 ga ada jln solusi ,ganti no suruh upgrade bgtu upgrade minta kmbali ke no lama jwb ktp sdh pernah dgunakan jd mau ga mau dg sngat terpaksa hilang sdh saldo no pertama yg no baru saldo jd beku hny bisa utk terima tf utk kirim tf ga bisa sngat kecewa kapok sy n sdh ga percaya"
uang saya selalu hilang setiap hari 13000 LBH setiap hari knp memakai dana selalu hilang uang saya.tolong ya google.jngn selalu menyedot uang d dana.saya kecewa sekali setiap hari hilang uang d dana tujuan untuk mengambil uang d dana orang untuk apa...!!!,2.121.0,1,uang saya selalu hilang setiap hari 13000 lbh setiap hari knp memakai dana selalu hilang uang saya.tolong ya google.jngn selalu menyedot uang d dana.saya kecewa sekali setiap hari hilang uang d dana tujuan untuk mengambil uang d dana orang untuk apa...!!!
"aplikasi terburuk, mau bayar dana org lewat mobile bank gak bisa harus buka dari aplikasi dana, harus buat akun premuim utk bisa kirim uang k dana lain, pas sdh upgrade masih jg gak bisa kirim, malu lama d kasir gak jadi belanja, SANGAT KESAL",2.121.0,1,"aplikasi terburuk, mau bayar dana org lewat mobile bank gak bisa harus buka dari aplikasi dana, harus buat akun premuim utk bisa kirim uang k dana lain, pas sdh upgrade masih jg gak bisa kirim, malu lama d kasir gak jadi belanja, sangat kesal"
kenapa punya aplikasi dana cicilan belum muncul ya,2.120.1,2,kenapa punya aplikasi dana cicilan belum muncul ya
Tolonga lakukan konfimasi sebelum memotong uang dari akun,2.121.0,1,tolonga lakukan konfimasi sebelum memotong uang dari akun
sangat kecewa .. saya mentransfer sebesar 591.00 RB lewat aplikasi dana transfer Vi BRI pada tanggal 16/04/2026 dan di aplikasi nya ada gangguan transaksi nunggu 24 jam sampe sekarang belum masuk uang .. aneh nya di bukti pembayaran transaksi berhasil,2.120.1,1,sangat kecewa .. saya mentransfer sebesar 591.00 rb lewat aplikasi dana transfer vi bri pada tanggal 16 04 2026 dan di aplikasi nya ada gangguan transaksi nunggu 24 jam sampe sekarang belum masuk uang .. aneh nya di bukti pembayaran transaksi berhasil
"kecewa banget ama dana masa uang dana goals aku gabisa di tarik mana udh lumayan banyak lagii masuk nyaa padahal udh premium+dana protection tapii hasilnya nihil nanya cs diana malah hasilnya ga memuaskan dan malah makin kecewa, mohon pihak dana menjawab pesan saya dan mengembalikan dana saya yang ada di dana goals",2.120.1,1,"kecewa banget ama dana masa uang dana goals aku gabisa di tarik mana udh lumayan banyak lagii masuk nyaa padahal udh premium dana protection tapii hasilnya nihil nanya cs diana malah hasilnya ga memuaskan dan malah makin kecewa, mohon pihak dana menjawab pesan saya dan mengembalikan dana saya yang ada di dana goals"
BANYAK BUG QR MALES.,2.121.0,2,banyak bug qr males.
"Tolong Min Akhir"" ini Saya Sering Kena Potongan Saldo 33.000 Setiap Mau Top Up Dana Saldo Terus Berkurang 33.000 dari Aplikasi Google Screnshot",2.121.0,1,tolong min akhir ini saya sering kena potongan saldo 33.000 setiap mau top up dana saldo terus berkurang 33.000 dari aplikasi google screnshot
udh lama pake apk dana TPI ga dpt fitur dana cicil,2.121.0,1,udh lama pake apk dana tpi ga dpt fitur dana cicil
segeralah hapus apk ini karna dialah penipu sesungguhnya kemarin dana saya 150000 di tarik maxtohub atau pihak dari DNA dan saya minta di kembalikan malah di alihkan agar mendownload apk maxtohub padahal dana sendiri itu si maxtohub tolong yah pemerintah cek. ini apk udah mulai meresahkan makin banyak pencuri dsini apk dana adalah apk yg paling ngga aman tolong jangan tipu orang miskin seperti kami,2.120.1,1,segeralah hapus apk ini karna dialah penipu sesungguhnya kemarin dana saya 150000 di tarik maxtohub atau pihak dari dna dan saya minta di kembalikan malah di alihkan agar mendownload apk maxtohub padahal dana sendiri itu si maxtohub tolong yah pemerintah cek. ini apk udah mulai meresahkan makin banyak pencuri dsini apk dana adalah apk yg paling ngga aman tolong jangan tipu orang miskin seperti kami
hmm... aku ga tau sih ini apkny bgs ap engk karna pas ak mau buat akun g bsa kode otp ny g msk ak pantengin tu sms tp ga ad notif msk ap lah ak download pke kouta lhh bkn pake angin pas mau ulang eh mlh ad kendala,2.121.0,1,hmm... aku ga tau sih ini apkny bgs ap engk karna pas ak mau buat akun g bsa kode otp ny g msk ak pantengin tu sms tp ga ad notif msk ap lah ak download pke kouta lhh bkn pake angin pas mau ulang eh mlh ad kendala
"apk bodong, masa yang lain dapet dana cicil saya aktip bertransaksi g pernah d aktipkan dana cicilnya",2.121.0,1,"apk bodong, masa yang lain dapet dana cicil saya aktip bertransaksi g pernah d aktipkan dana cicilnya"
ga membantu jawab masalah,2.119.0,1,ga membantu jawab masalah
"apk ampas,gak bisa di gunakan fiturnya,cuman loading² aja padahal jaringan bagus 🥲",2.121.0,1,"apk ampas,gak bisa di gunakan fiturnya,cuman loading aja padahal jaringan bagus"
"gak bisa login, jaringan bermasalah terus keterangan nya padahal gak ada masalah sama jaringan. tolong segera diperbaiki !",2.121.0,1,"gak bisa login, jaringan bermasalah terus keterangan nya padahal gak ada masalah sama jaringan. tolong segera diperbaiki !"
minimal transfer 10rb ke bank idih...kenapa harus ada minimal trf kan gratis 10x,2.121.0,1,minimal transfer 10rb ke bank idih...kenapa harus ada minimal trf kan gratis 10x
"dana saya ilang karna transaksi otomatis gogle, tanpa sepengetahuan saya",2.121.0,2,"dana saya ilang karna transaksi otomatis gogle, tanpa sepengetahuan saya"
"saya kasih saran kalau mau nyimpen uang hde2 jangan pakai dana kalo ada masalah susah urusin nya Telpon cs ajh gak bisa langsung beres harus cht diana ,gak ada live cht ,situs judol aja ada live cht ini susah kalo mau beresin kebanyakan nunggu",2.121.0,2,"saya kasih saran kalau mau nyimpen uang hde2 jangan pakai dana kalo ada masalah susah urusin nya telpon cs ajh gak bisa langsung beres harus cht diana ,gak ada live cht ,situs judol aja ada live cht ini susah kalo mau beresin kebanyakan nunggu"
"pelayanan buruk gue tf ke bri status terkirim tapi belum masuk, komplen malah balas itu itu aja kaya robot",2.119.0,1,"pelayanan buruk gue tf ke bri status terkirim tapi belum masuk, komplen malah balas itu itu aja kaya robot"
PAYAHH. HATI HATI NYIMPEN UANG DI DANA ADA OKNUM TUKANG RAMPOK UANG,2.121.0,1,payahh. hati hati nyimpen uang di dana ada oknum tukang rampok uang
"aplikasi tolol, tiba2 suruh upgrade ke premium padahal sebelum nya udah pernah dan aman2 aja, dan saat ingin di upgrade malah gagal. auto DELETE !",2.121.0,1,"aplikasi tolol, tiba2 suruh upgrade ke premium padahal sebelum nya udah pernah dan aman2 aja, dan saat ingin di upgrade malah gagal. auto delete !"
aplikasi nya sih bangua cuma tolong lah masalah dana cicil yang limit nyah tersedia tapi tidak bisa di pakai di perbaiki lagi,2.121.0,1,aplikasi nya sih bangua cuma tolong lah masalah dana cicil yang limit nyah tersedia tapi tidak bisa di pakai di perbaiki lagi
aplikasi ga jelas ga bisa login gara gara nomor hp hilang aneh sudah dimasukin pin sudah verifikasi wajah tetap aja tidak bisa login harus pakai otp aneh kan,2.121.0,1,aplikasi ga jelas ga bisa login gara gara nomor hp hilang aneh sudah dimasukin pin sudah verifikasi wajah tetap aja tidak bisa login harus pakai otp aneh kan
"ganti nomer aja aja di persulit,dana emang ga bagus kaya dulu",2.121.0,1,"ganti nomer aja aja di persulit,dana emang ga bagus kaya dulu"
dana jelek uang saya hilang di dana jelkkkkkkk,2.121.0,1,dana jelek uang saya hilang di dana jelkkkkkkk
Tolong tingkatkan kualitas keamanan dana karna saya tidak merasa melakukan transaksi di akun google kenapa ada transaksi,2.121.0,2,tolong tingkatkan kualitas keamanan dana karna saya tidak merasa melakukan transaksi di akun google kenapa ada transaksi
premiumnya tidak bisa di pindah,2.121.0,2,premiumnya tidak bisa di pindah
"penarikan DANA INSTAN tidak masuk ke Rekening saya , sudah 17 hari , saya capek nunggu , transaksi sudah berhasil tetapi dana tidak masuk",2.120.1,1,"penarikan dana instan tidak masuk ke rekening saya , sudah 17 hari , saya capek nunggu , transaksi sudah berhasil tetapi dana tidak masuk"
tiba2 bisa bayar sendri aja dia,2.119.0,2,tiba2 bisa bayar sendri aja dia
"setelah top up, mau kirim, malah disuruh upgrade, setelah upgrade dan dinyatakan berhasil kembali ke kirim uang, setelah klik kirim uang.. malah suruh upgrade, alhasil duit gua tertahan..",2.121.0,1,"setelah top up, mau kirim, malah disuruh upgrade, setelah upgrade dan dinyatakan berhasil kembali ke kirim uang, setelah klik kirim uang.. malah suruh upgrade, alhasil duit gua tertahan.."
"Tolong aplikasi DANA dibersihkan dari fitur tidak penting! Game pihak ketiga, DANA Plus, investasi emas, dan lain-lain itu tidak perlu, cuma bikin aplikasi berat dan sering error. Kadang mau transaksi malah salah tekan ke fitur poin atau investasi yang tidak jelas. Kembalikan fungsi DANA sebagai dompet digital yang simpel dan ringan, jangan dipaksa pakai fitur pihak ketiga yang bikin ribet!...",2.120.1,2,"tolong aplikasi dana dibersihkan dari fitur tidak penting! game pihak ketiga, dana plus, investasi emas, dan lain lain itu tidak perlu, cuma bikin aplikasi berat dan sering error. kadang mau transaksi malah salah tekan ke fitur poin atau investasi yang tidak jelas. kembalikan fungsi dana sebagai dompet digital yang simpel dan ringan, jangan dipaksa pakai fitur pihak ketiga yang bikin ribet!..."
"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat"" tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu",2.121.0,1,"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu"
saldo sering terjadi transaksi dengan tidak sengaja tanpa persetujuan apk ini kurang rekomendasi,2.121.0,1,saldo sering terjadi transaksi dengan tidak sengaja tanpa persetujuan apk ini kurang rekomendasi
ada kendala lama verivikasi nya..mau transaksi masa lelet penanganan nya,2.121.0,1,ada kendala lama verivikasi nya..mau transaksi masa lelet penanganan nya
"saya di rugikan oleh pihak dana,saya sangat butuh penjelasan oleh pihak dana,kenapa saldo saya tidak bisa di kembalikan,hal ini bukan sekali malah 2 kali seperti ini pihak dana merugikan saya",2.121.0,1,"saya di rugikan oleh pihak dana,saya sangat butuh penjelasan oleh pihak dana,kenapa saldo saya tidak bisa di kembalikan,hal ini bukan sekali malah 2 kali seperti ini pihak dana merugikan saya"
gx bisa di buka gx tau knpa,2.121.0,1,gx bisa di buka gx tau knpa
maaf saya uninstal dan tdk rekomendasi karena saldo saya terpotong otomatis sudah menanyakan ke CS terkait hal ini tp jawabannya cuma muter2..,2.119.0,1,maaf saya uninstal dan tdk rekomendasi karena saldo saya terpotong otomatis sudah menanyakan ke cs terkait hal ini tp jawabannya cuma muter2..
"sudah di upgrade masih saja gak bisa di gunakan kirim / di gunakan apapun, perintahnya suruh upgrade mulu",2.121.0,3,"sudah di upgrade masih saja gak bisa di gunakan kirim di gunakan apapun, perintahnya suruh upgrade mulu"
"dana plus nya error, saat melakukan penarikan udah verifikasi wajah gagal terus , tolong segera dibenerin, saya mau narik dana jadi ga bisa mana saldonya banyak disitu",2.121.0,3,"dana plus nya error, saat melakukan penarikan udah verifikasi wajah gagal terus , tolong segera dibenerin, saya mau narik dana jadi ga bisa mana saldonya banyak disitu"
aku mau daftar dana bisnis tapi pas mau daftar terbaca belum premium. padahal aku udah premium.,2.121.0,2,aku mau daftar dana bisnis tapi pas mau daftar terbaca belum premium. padahal aku udah premium.
"sudah bertahun-tahun menggunakan aplikasi dana premium, tetapi pengajuan dana cicil tidak diterima ,diakun saya .",2.121.0,3,"sudah bertahun tahun menggunakan aplikasi dana premium, tetapi pengajuan dana cicil tidak diterima ,diakun saya ."
knapa dana cicil saya belum juga aktif atas nama edo harison. saya pengguna sangat lama loh pakai apk dana!!!,2.121.0,1,knapa dana cicil saya belum juga aktif atas nama edo harison. saya pengguna sangat lama loh pakai apk dana!!!
"kenapa akun sy tidak muncul fitur dana cicil, padahal setiap hari sering transaksi, knpa masih blm muncul juga, tolong kerja sama nya min",2.121.0,1,"kenapa akun sy tidak muncul fitur dana cicil, padahal setiap hari sering transaksi, knpa masih blm muncul juga, tolong kerja sama nya min"
admin nya gede banget 1500 nguras banget setiap isi saldo😑,2.121.0,1,admin nya gede banget 1500 nguras banget setiap isi saldo
kenapa limit ku kok gk bisa dipakai,2.120.1,1,kenapa limit ku kok gk bisa dipakai
sumpah ni pelayanan nya bener2 parah . minta bantuan sama ajha ngomong sama binatang tidak jelas . pilihan minta kode otp hanya lewat email . dan TDK ada pilihan lagi . sedang kan email gua hilang . bener2 buruk,2.121.0,1,sumpah ni pelayanan nya bener2 parah . minta bantuan sama ajha ngomong sama binatang tidak jelas . pilihan minta kode otp hanya lewat email . dan tdk ada pilihan lagi . sedang kan email gua hilang . bener2 buruk
"dana cicil udah aktif tapi tidak bisa buat transaksi ,buat aph kalo ada fitur dana cicil tpi tidak bisa di gunakan ,sangat kecewa",2.121.0,3,"dana cicil udah aktif tapi tidak bisa buat transaksi ,buat aph kalo ada fitur dana cicil tpi tidak bisa di gunakan ,sangat kecewa"
"sudah lama pakai dana dan banyak bertransaksi sudah premium juga fitur pun lengkap tapi hanya satu yg kurang dana instan di akun saya masih tetep tidak muncul padahal sudah premium dan banyak bertransaksi minta bantuan Diana pun masih tetep tidak membantu apalagi di help center pertanyaan dana instan nya tidak ada emng anehh, kecewa sii",2.121.0,3,"sudah lama pakai dana dan banyak bertransaksi sudah premium juga fitur pun lengkap tapi hanya satu yg kurang dana instan di akun saya masih tetep tidak muncul padahal sudah premium dan banyak bertransaksi minta bantuan diana pun masih tetep tidak membantu apalagi di help center pertanyaan dana instan nya tidak ada emng anehh, kecewa sii"
tidak bisa login dan tidak ada respon dari pihak dana sedagan di dalam akun lama ada saldonya cuma karna gk bisa login karna nomornya hangus,2.121.0,2,tidak bisa login dan tidak ada respon dari pihak dana sedagan di dalam akun lama ada saldonya cuma karna gk bisa login karna nomornya hangus
dana bisnis tiba tiba ilang setelah konsultasi admin magang bales cuma make bot gabis jelasin disuruh chat atasan sama aja balesnya gajelas nyesel gw pake dana,2.121.0,1,dana bisnis tiba tiba ilang setelah konsultasi admin magang bales cuma make bot gabis jelasin disuruh chat atasan sama aja balesnya gajelas nyesel gw pake dana
"aplikasi tolol, sering banget saldo kepotong..",2.121.0,1,"aplikasi tolol, sering banget saldo kepotong.."
kenapa mau bayar pake dana sekarang susah padahal yg dulu lebih bagus,2.121.0,1,kenapa mau bayar pake dana sekarang susah padahal yg dulu lebih bagus
kenapa tidak bisa masuk tulisanya KONEKSI TIDAK TERHUBUNG SAAT INI terus,2.120.1,1,kenapa tidak bisa masuk tulisanya koneksi tidak terhubung saat ini terus
"kenapa si gabisa gabti no hp yg udah ga aktif kan akun saya jadi gabisa kebuka padahal ktp saya sendiri akun saya sendiri dibuat seribet ini tolong dana perbaiki lah, boleh ribet asal ada solusi nya inimah gada solusi nya",2.120.1,2,"kenapa si gabisa gabti no hp yg udah ga aktif kan akun saya jadi gabisa kebuka padahal ktp saya sendiri akun saya sendiri dibuat seribet ini tolong dana perbaiki lah, boleh ribet asal ada solusi nya inimah gada solusi nya"
duit hilang di dana 129.000 -+ tolong mohon bantuan kpd pihak dana apakah ini bug atau bagaimana 129.000 -+ hilang tinggal sisa 0,2.121.0,1,duit hilang di dana 129.000 tolong mohon bantuan kpd pihak dana apakah ini bug atau bagaimana 129.000 hilang tinggal sisa 0
jelek banget upgrade ke dana premium gagal tapi dipalak 5000 pula,2.121.0,1,jelek banget upgrade ke dana premium gagal tapi dipalak 5000 pula
Semenjak DNS saya matikan kok Dana ada iklan Judol nya sih,2.121.0,1,semenjak dns saya matikan kok dana ada iklan judol nya sih
upgrade dana premium lama tolong di bantu,2.121.0,1,upgrade dana premium lama tolong di bantu
tidak puas fitur fiturnya tidak muncul anehhh,2.121.0,1,tidak puas fitur fiturnya tidak muncul anehhh
gua bikin Qris dana lama bener udah berbulan bulan nunggu di cetak tapi sampai sekarang ga ada di buat,2.121.0,1,gua bikin qris dana lama bener udah berbulan bulan nunggu di cetak tapi sampai sekarang ga ada di buat
"Sampai saat ini,,saya belum bisa verifikasi wajah😠",2.121.0,1,"sampai saat ini,,saya belum bisa verifikasi wajah"
"ini tolol apa gimana? tiap kali mau login balik ke nomor yang sama, tapi karna nomor kartunya nonaktif disuruh masukin pin dulu, tapi minusnya PINnya udah agak lupa, tapi makin parah dan tololnya lagi pas disuruh verifikasi pakai sidik jari atau sandi pola yang seharusnya udah berhasil malah balik disuruh buat masukin pin, masih mendingan dana versi yang dulu, minta kode OTP nya bisa lewat What'sapp dan gak cuma SMS, sekarang kek sampah.",2.121.0,1,"ini tolol apa gimana? tiap kali mau login balik ke nomor yang sama, tapi karna nomor kartunya nonaktif disuruh masukin pin dulu, tapi minusnya pinnya udah agak lupa, tapi makin parah dan tololnya lagi pas disuruh verifikasi pakai sidik jari atau sandi pola yang seharusnya udah berhasil malah balik disuruh buat masukin pin, masih mendingan dana versi yang dulu, minta kode otp nya bisa lewat what sapp dan gak cuma sms, sekarang kek sampah."
minus... lemotnya minta ampun,2.121.0,1,minus... lemotnya minta ampun
fitur dana cicil tidak bisa digunakan lagi padaha limit nya tagihan udah lunas tapi malah gk bisa dipakai lagi,2.121.0,2,fitur dana cicil tidak bisa digunakan lagi padaha limit nya tagihan udah lunas tapi malah gk bisa dipakai lagi
DANA lagi gangguan yah Min...kok tidak bisa transaksi?,2.121.0,3,dana lagi gangguan yah min...kok tidak bisa transaksi?
"Aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto KTP udah,verifikasi wajah udah,no pin udah,eee,ujung_ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya Diana,diananya boot",2.121.0,1,"aplikasi dana terlalu canggih,mau masuk ke no dana yg lama,terlalu banyak prosedurnya,foto ktp udah,verifikasi wajah udah,no pin udah,eee,ujung ujungmya kirim otpnya ke no lama,,sedangkan kartu yg lama sudah hilang,tanya diana,diananya boot"
"sy mengalami 2x kehilangan saldo dngan transaksi yng tidak sy ketahui dngn nominal yang lumayan banyak jumlah nya, sy minta ganti rugi atas kehilangan saldo di akun sy tpi pihak dana tdk dapat melakukan nya dan pihak google juga tdk dpt refund. sy heran aplikasi sebesar dana harus nya ada notifikasi tentang pembayaran yang mencurigakan lalu ini kmna proteksi dana ny terhadap nasabah ny? apkah nasabah dana yng lain bisa saling bantu dengan masalah ini?",2.120.1,1,"sy mengalami 2x kehilangan saldo dngan transaksi yng tidak sy ketahui dngn nominal yang lumayan banyak jumlah nya, sy minta ganti rugi atas kehilangan saldo di akun sy tpi pihak dana tdk dapat melakukan nya dan pihak google juga tdk dpt refund. sy heran aplikasi sebesar dana harus nya ada notifikasi tentang pembayaran yang mencurigakan lalu ini kmna proteksi dana ny terhadap nasabah ny? apkah nasabah dana yng lain bisa saling bantu dengan masalah ini?"
dana cicil sudah di lunasi tapi tidak bisa digunakan lagi,2.121.0,1,dana cicil sudah di lunasi tapi tidak bisa digunakan lagi
"Bagus sih tapi sayangnya limit dana cicil saya jadi g bisa ke pakai padahal sudah lunas cicilannya,",2.121.0,2,"bagus sih tapi sayangnya limit dana cicil saya jadi g bisa ke pakai padahal sudah lunas cicilannya,"
"KEAMANAN KURANG, SETIAP TRANSAKSI TIDAK MEMINTA VERIFIKASI. SEMOGA SAJA UANG SAYA CEPAT KEMBALI",2.119.0,1,"keamanan kurang, setiap transaksi tidak meminta verifikasi. semoga saja uang saya cepat kembali"
saya pengguna lama...tapi gak ada dana cicil nya terpaksa dr 5 bintang....... saya turunin........klo ada dana cicil nya.....ksh 5 bintang,2.121.0,1,saya pengguna lama...tapi gak ada dana cicil nya terpaksa dr 5 bintang....... saya turunin........klo ada dana cicil nya.....ksh 5 bintang
"aplikasi ini uda sy pake selama kurleb 2 tahun,tp koq ga da fitur dana cicil nya ya.. padahal uda sering transaksi sampai puluhan juta..ks bintang 1 aja dulu,",2.121.0,1,"aplikasi ini uda sy pake selama kurleb 2 tahun,tp koq ga da fitur dana cicil nya ya.. padahal uda sering transaksi sampai puluhan juta..ks bintang 1 aja dulu,"
"bagus. cuman, ada satu hal masukan saya, tolong izinkan pengajuan pengembalian dana saat ada yg salah transfer. Seperti aplikasi Seabank, itu top bangat. karena disana kita bisa mengajukan pengembalian dana✌️",2.121.0,3,"bagus. cuman, ada satu hal masukan saya, tolong izinkan pengajuan pengembalian dana saat ada yg salah transfer. seperti aplikasi seabank, itu top bangat. karena disana kita bisa mengajukan pengembalian dana"
knapa si siatem gagal terus,2.121.0,1,knapa si siatem gagal terus
gak bisa di jadikan premium,2.121.0,1,gak bisa di jadikan premium
terlalu banyak kendala saat menggantikan nomor baru dan kirim uang mohon di perbaiki lagi dana ini yaaa agar tidak terlalu banyak eror,2.121.0,1,terlalu banyak kendala saat menggantikan nomor baru dan kirim uang mohon di perbaiki lagi dana ini yaaa agar tidak terlalu banyak eror
"tolong bantu saya, dana saya tidak dapat login karna hp habis keriset dan di dana ada saldo yg belum diambil bagaimana solusinya biar saya dapat login min ? 🙏",2.121.0,3,"tolong bantu saya, dana saya tidak dapat login karna hp habis keriset dan di dana ada saldo yg belum diambil bagaimana solusinya biar saya dapat login min ?"
uangku hilang dari yang 200k jadi 160k ga tau perginya kemana,2.121.0,1,uangku hilang dari yang 200k jadi 160k ga tau perginya kemana
masa saldo dana saya ngilang bilang enggak tahu gimana lah dana tolong saldo dana yg ngilang balik kata aman giliran dana ngilang bilang enggak tahu,2.121.0,1,masa saldo dana saya ngilang bilang enggak tahu gimana lah dana tolong saldo dana yg ngilang balik kata aman giliran dana ngilang bilang enggak tahu
ko saya ega ada dana cicil nya,2.121.0,2,ko saya ega ada dana cicil nya
"ini gimana solusinya,,laporan dana bisnis masuk,,tapi saldo gak bertambah,,mohon jawabannya",2.121.0,1,"ini gimana solusinya,,laporan dana bisnis masuk,,tapi saldo gak bertambah,,mohon jawabannya"
"dana Adain fitur trans jakarta dong kaya gopay, please lah dana oh dana",2.121.0,2,"dana adain fitur trans jakarta dong kaya gopay, please lah dana oh dana"
bagai mana saya bisa login ke dana saya bos udh masukkan kode sama verifikasi wajah masukkan kode otp tapi nomornya sudah tidak aktif mohon dibantu rumit kali sekarang klw udh kayak gni pun yg mau dihubungi ntah siapa,2.121.0,2,bagai mana saya bisa login ke dana saya bos udh masukkan kode sama verifikasi wajah masukkan kode otp tapi nomornya sudah tidak aktif mohon dibantu rumit kali sekarang klw udh kayak gni pun yg mau dihubungi ntah siapa
selalu lelet pitur nggak bisa kebuka,2.120.1,3,selalu lelet pitur nggak bisa kebuka
"anjir uang gue hilang 200k di dana bisnis Dana Cok, gue ingat bgt didana bisnis gue ada 2,1juta terus gue cek tinggal 1,9jt ini gimana min, gue kecewa bgt sih sumpah",2.119.0,1,"anjir uang gue hilang 200k di dana bisnis dana cok, gue ingat bgt didana bisnis gue ada 2,1juta terus gue cek tinggal 1,9jt ini gimana min, gue kecewa bgt sih sumpah"
kalo pakek data koneksi terputus kalo pakek wifi normal.ini gimana sih tolong .di jelaskan masak aku mau tranfer enggak bisa kalo pas kluar mau tranfer pakek koneksi data jaringan buruk kalo pakek wifi normal ..,2.121.0,1,kalo pakek data koneksi terputus kalo pakek wifi normal.ini gimana sih tolong .di jelaskan masak aku mau tranfer enggak bisa kalo pas kluar mau tranfer pakek koneksi data jaringan buruk kalo pakek wifi normal ..
saya sudah bayar dana cicil saya sebelum waktunya eh pas mau pake lagi tidak bisa. apl gak jelas,2.121.0,2,saya sudah bayar dana cicil saya sebelum waktunya eh pas mau pake lagi tidak bisa. apl gak jelas
"saldo bisnis tiba tiba berkurang, enggak bener ini",2.121.0,1,"saldo bisnis tiba tiba berkurang, enggak bener ini"
"admin nya ngak berguna ,saya kena penipuan Rp.700.000 mau lapor kemana ,ke robot admin ngak jelas ,adminnya ngak usah di gaji .pesan buat DEVELOPER.",2.121.0,1,"admin nya ngak berguna ,saya kena penipuan rp.700.000 mau lapor kemana ,ke robot admin ngak jelas ,adminnya ngak usah di gaji .pesan buat developer."
"sebelumnya apk ini bagus tapi kenapa sekarang harus update ke dana premium segala, giliran udah diupdate tetep gabisa. saldonya mau dipake itu pdahal",2.121.0,3,"sebelumnya apk ini bagus tapi kenapa sekarang harus update ke dana premium segala, giliran udah diupdate tetep gabisa. saldonya mau dipake itu pdahal"
woi saldo jualan gw ilang di dana BISNIS. tolong gimana ini wah KUSUT,2.120.1,1,woi saldo jualan gw ilang di dana bisnis. tolong gimana ini wah kusut
"Gue di luar negri kagak punya e-ktp gue daftar pake paspor cooming soon mulu,lelet apk g guna",2.121.0,1,"gue di luar negri kagak punya e ktp gue daftar pake paspor cooming soon mulu,lelet apk g guna"
"isi pulsa barusan. pulsa tidak terisi, saldo berkurang.dana sialan",2.121.0,1,"isi pulsa barusan. pulsa tidak terisi, saldo berkurang.dana sialan"
uang saya hilang banyak di dalam aplikasi,2.119.0,2,uang saya hilang banyak di dalam aplikasi
aplikasi sering kluar sendiri telek,2.121.0,2,aplikasi sering kluar sendiri telek
"jaringan bagus, tapi selalu gagal login dengan keterangan jaringan bermasalah",2.121.0,1,"jaringan bagus, tapi selalu gagal login dengan keterangan jaringan bermasalah"
dana kenapa eror gini gabisa login,2.121.0,1,dana kenapa eror gini gabisa login
"ini aplikasi pengeluran baru 20 rb lebih udah limit aja gimana sih ,ngantuk ni aplikasi",2.121.0,1,"ini aplikasi pengeluran baru 20 rb lebih udah limit aja gimana sih ,ngantuk ni aplikasi"
"ada yg mengaitkan akunku tanpa persetujuan ku duit ilang ga bisa kembali udah memberikan lampiran tidak bisa dikembalikan uangnya . uninstall ga aman nyimpen disini , transaksi disini berbahaya duit bisa hilang tak kembali",2.120.1,1,"ada yg mengaitkan akunku tanpa persetujuan ku duit ilang ga bisa kembali udah memberikan lampiran tidak bisa dikembalikan uangnya . uninstall ga aman nyimpen disini , transaksi disini berbahaya duit bisa hilang tak kembali"
"apk dana saya tidak bisa transfer uang sama sekali,, sudah sekitar satu bulan tolong bantu solusi nya🙏🙏",2.119.0,2,"apk dana saya tidak bisa transfer uang sama sekali,, sudah sekitar satu bulan tolong bantu solusi nya"
bagus si selalu aman naro uwang tapi selalu bayar aplikasi tiba tiba sempe uwang gue habis tiba tiba,2.120.1,1,bagus si selalu aman naro uwang tapi selalu bayar aplikasi tiba tiba sempe uwang gue habis tiba tiba
Gk bisa masuk. Padahal duitnya ada di sana. Gimana pertanggungjawabannya ini?,2.120.1,1,gk bisa masuk. padahal duitnya ada di sana. gimana pertanggungjawabannya ini?
saya ingin ada investasi perak digital,2.121.0,2,saya ingin ada investasi perak digital
