content,cleaned_content,score,accuracy,completeness,satisfaction,reasoning
masa buat top up game aja dibatasi lol,masa buat top up game aja dibatasi lol,1,0.0,0.0,1.0,"Pengguna merasa kecewa karena adanya batasan saat melakukan top up game, yang menunjukkan respon emosional."
Dana cicil tidak bisa digunakan Aneh,dana cicil tidak bisa digunakan aneh,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana cicil tidak bisa digunakan) dan merasa kecewa (aneh)
"kenpa punya saya tidak ada fitur dana cicil nya,, tolong diaktifkan di akun saya","kenpa punya saya tidak ada fitur dana cicil nya,, tolong diaktifkan di akun saya",1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur dana cicil tidak ada di akunnya, yang menunjukkan bahwa fitur tersebut tidak lengkap. Selain itu, pengguna juga mengungkapkan kekecewaan dengan menggunakan kata 'tolong diaktifkan', yang menunjukkan respon emosional."
"Buat ada dana cicil tertera limit ,, jikalau tidak bisa di pakai ?","buat ada dana cicil tertera limit ,, jikalau tidak bisa di pakai ?",1,0.0,1.0,1.0,"Pengguna meminta adanya fitur limit dana cicil dan menanyakan mengapa fitur tersebut tidak bisa digunakan, menunjukkan kebutuhan fitur dan kekecewaan."
"Miris, uang mlh ilang padahal di nomor saya cuma ad saya aja, kok mlh bisa ad transaksi misterius yang langsung terbayar tnpa sepengetahuan saya, kalau memang ad fitur pembayaran layanan secara OTOMATIS mending kasih persetujuan dlu Ama pemilik nomor kalau gk mau matiin aja layanannya sama sistemnya biar uang tetap AMAN, emg bener bener dah lagian tuh transaksi saya juga engga butuh layanannya. Besar kecil nominal tetap berguna, ni aplikasi mau nyimpen atau nyuri uang dah? Hope this help... 😒😒","miris, uang mlh ilang padahal di nomor saya cuma ad saya aja, kok mlh bisa ad transaksi misterius yang langsung terbayar tnpa sepengetahuan saya, kalau memang ad fitur pembayaran layanan secara otomatis mending kasih persetujuan dlu ama pemilik nomor kalau gk mau matiin aja layanannya sama sistemnya biar uang tetap aman, emg bener bener dah lagian tuh transaksi saya juga engga butuh layanannya. besar kecil nominal tetap berguna, ni aplikasi mau nyimpen atau nyuri uang dah? hope this help...",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (transaksi misterius), merasa kekurangan fitur (persetujuan otomatis), dan menunjukkan respon emosional negatif (miris, kecewa)"
kenapa pemindahan aku gagal mulu sih,kenapa pemindahan aku gagal mulu sih,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (pemindahan gagal) dan menunjukkan respon emosional (kekecewaan) dengan kata 'gagal mulu sih'.
"gk bisa dicairin, Krna gk prioritas stengah juta","gk bisa dicairin, krna gk prioritas stengah juta",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gk bisa dicairin) dan menunjukkan respon emosional kekecewaan (gk prioritas)
"tolong diperbaiki login otp via SMS, kendala pesan tidak ada yang masuk, untuk aplikasi lain aman kok masuk, CUMA DANA YANG GA BISA, TOLONG DIPERBAIKI.","tolong diperbaiki login otp via sms, kendala pesan tidak ada yang masuk, untuk aplikasi lain aman kok masuk, cuma dana yang ga bisa, tolong diperbaiki.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (kendala pesan tidak ada yang masuk) dan menunjukkan respon emosional (meminta tolong diperbaiki, yang mengindikasikan kekecewaan)."
uang Saya selalu hilang,uang saya selalu hilang,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (uang hilang) dan menunjukkan respon emosional negatif (kecewa)
Saya menggunakan DANA ± 3 tahun tapi sya sangat kecewa sebab dana cicil 100 Ribu yg tersedia dan tidak bisa di gunakan,saya menggunakan dana 3 tahun tapi sya sangat kecewa sebab dana cicil 100 ribu yg tersedia dan tidak bisa di gunakan,1,1.0,1.0,1.0,"Pengguna menyatakan kekecewaan karena fitur dana cicil 100 ribu tidak bisa digunakan, menunjukkan kesalahan fungsi dan kebutuhan fitur yang tidak lengkap."
"Internet lancar padahal tapi malah dibilang gak ada internet, data nyala juga padahal","internet lancar padahal tapi malah dibilang gak ada internet, data nyala juga padahal",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena internet dibilang tidak ada padahal lancar, dan juga terdapat respon emosional kekecewaan"
dana gua di sedot mulu kalian mending gausah dnlod,dana gua di sedot mulu kalian mending gausah dnlod,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana disedot) dan menunjukkan respon emosional negatif (kecewa)
Kesal Dengan pusat bantuan sama sekali tidak membantu,kesal dengan pusat bantuan sama sekali tidak membantu,1,0.0,0.0,1.0,"Pengguna menyatakan kesal, yang menunjukkan respon emosional negatif terhadap pusat bantuan."
gimana saya bisa transfer kalau sistemnya justru mempersulit? kenapa harus ada upgrade ke premium?,gimana saya bisa transfer kalau sistemnya justru mempersulit? kenapa harus ada upgrade ke premium?,1,1.0,1.0,1.0,"Pengguna mengalami kesulitan dengan sistem yang mempersulit, merasa kecewa, dan menyebutkan kebutuhan fitur upgrade ke premium."
ko riwayat dan pesan ngeblang layar putih. sya hbis beli token blum sempat liat kode langsung Blang putih.. kecewa,ko riwayat dan pesan ngeblang layar putih. sya hbis beli token blum sempat liat kode langsung blang putih.. kecewa,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (layar putih) dan merasa kecewa
DANA CICIL TIDAK MUNCUL !!,dana cicil tidak muncul !!,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena fitur dana cicil tidak muncul, dan terdapat respon emosional kekecewaan yang ditunjukkan dengan tanda seru."
"kenapa fitur dana cicil saya menghilang sedangkan transaksi saya sebulan puluhan juta , tanya ke DIANA jawaban nya tidak jelas bikin pusing","kenapa fitur dana cicil saya menghilang sedangkan transaksi saya sebulan puluhan juta , tanya ke diana jawaban nya tidak jelas bikin pusing",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (fitur dana cicil menghilang) dan merasa kecewa dengan jawaban yang tidak jelas dari Diana.
saya benci tagihan dana cicil padahal saya tidak pernah nyicil tolong pihak apk ini betulkan lah rugi kita,saya benci tagihan dana cicil padahal saya tidak pernah nyicil tolong pihak apk ini betulkan lah rugi kita,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (tagihan dana cicil yang tidak seharusnya) dan menunjukkan respon emosional negatif (benci, rugi)"
saya kasih bintang 1 dulu karna saat mau top up dan verivikasi pakai wajah gagal berulang kali dan saat sudah berhasil tinggal masukan kode kode tidak terkirim padahal sudah coba berulang kali jujur buang waktu,saya kasih bintang 1 dulu karna saat mau top up dan verivikasi pakai wajah gagal berulang kali dan saat sudah berhasil tinggal masukan kode kode tidak terkirim padahal sudah coba berulang kali jujur buang waktu,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gagal verifikasi wajah dan kode tidak terkirim) dan menunjukkan respon emosional negatif (kecewa dan merasa buang waktu).
"aplikasinya gabisa di buka ada tulisan eror udah ditunggu lama masi gabisa, terus ini uang yang masih nyangkut di dana gimana","aplikasinya gabisa di buka ada tulisan eror udah ditunggu lama masi gabisa, terus ini uang yang masih nyangkut di dana gimana",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (gabisa dibuka, tulisan eror), menyebutkan fitur tidak lengkap (uang nyangkut di dana), dan menunjukkan respon emosional (kecewa, marah)"
"fitur terbaru gak ada padahal udah di apdet tiap saat,dana cicil gak ada dana instan gak ada.gak sama sama yg lain aplikasini milih milih tuk fitur ini gak adil.","fitur terbaru gak ada padahal udah di apdet tiap saat,dana cicil gak ada dana instan gak ada.gak sama sama yg lain aplikasini milih milih tuk fitur ini gak adil.",1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur terbaru tidak ada dan ada kekurangan fitur seperti dana cicil dan dana instan, serta mengungkapkan perasaan tidak adil dan kecewa."
"Gak bisa akrifin dana cicil mulu , pdahl dah lama pake Dana Bagaiman ini? min","gak bisa akrifin dana cicil mulu , pdahl dah lama pake dana bagaiman ini? min",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gak bisa akrifin dana cicil) dan menunjukkan respon emosional kekecewaan (pdahl dah lama pake dana bagaiman ini? min)
buat bayar selalu eror,buat bayar selalu eror,1,1.0,0.0,0.0,Pengguna mengalami kesalahan fungsi (eror) saat melakukan pembayaran.
aplikasi ini ngebuat saya kesal sekali udah nunggu 1 tahun masih ga mendapatkan fitur fitur terbaru tolong lah perbaiki lagi sistem nya yang baru pada dapet yang udah lama malah di kucilkan ga dapet sama sekali fitur baru,aplikasi ini ngebuat saya kesal sekali udah nunggu 1 tahun masih ga mendapatkan fitur fitur terbaru tolong lah perbaiki lagi sistem nya yang baru pada dapet yang udah lama malah di kucilkan ga dapet sama sekali fitur baru,1,0.0,1.0,1.0,"Pengguna menyatakan kekecewaan karena belum mendapatkan fitur terbaru dan merasa dikucilkan, serta meminta perbaikan sistem, yang menunjukkan aspek completeness dan satisfaction."
"duit hilang selalu, padahal pembayaran berhasil qris tetapi pihak merchant belum menerima nya sedang kan duitnya sudah di potong, dan tidak ada penyelesaian","duit hilang selalu, padahal pembayaran berhasil qris tetapi pihak merchant belum menerima nya sedang kan duitnya sudah di potong, dan tidak ada penyelesaian",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (duit hilang) dan menunjukkan respon emosional negatif (kekecewaan) karena pembayaran berhasil tetapi pihak merchant belum menerima pembayaran dan tidak ada penyelesaian.
ini gimana yah kok apl dana saya gak bisa di buka sebelumnya bisa pas belum di hapus. eh ini malah gak bisa pas di download lagi tolong dong di benerin🙏,ini gimana yah kok apl dana saya gak bisa di buka sebelumnya bisa pas belum di hapus. eh ini malah gak bisa pas di download lagi tolong dong di benerin,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena aplikasi tidak bisa dibuka setelah dihapus dan diunduh lagi, serta menunjukkan respon emosional dengan meminta bantuan untuk memperbaiki masalah tersebut."
mengapa saya ingin login menggunakan nomor saya tidak bisa malahan stuck di loading padahal sudah verifikasi wajah dan pin tapi setelah itu malah stuck di loading tolong di perbaiki lagi terima kasih,mengapa saya ingin login menggunakan nomor saya tidak bisa malahan stuck di loading padahal sudah verifikasi wajah dan pin tapi setelah itu malah stuck di loading tolong di perbaiki lagi terima kasih,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (stuck di loading) dan menyatakan kekecewaan dengan menggunakan kata 'tolong di perbaiki lagi' yang menunjukkan respon emosional.
"MANGKIN KESINI MANGKIN GA NGETI GW SAMA DANA JADI BUAT YANG PAKE DANA UDAH LAMA TERUS HP NYA DI CURI SAMA KARTU"" NYA GIMANA DIA MAU LOGIN LAGI TOLONG LA HP GW DI CURI GW BUTUH SALDO YANG DI DALAM AKUN DANA SAYA",mangkin kesini mangkin ga ngeti gw sama dana jadi buat yang pake dana udah lama terus hp nya di curi sama kartu nya gimana dia mau login lagi tolong la hp gw di curi gw butuh saldo yang di dalam akun dana saya,1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi karena akun Dana tidak bisa diakses setelah hp dan kartu dicuri, juga menyebutkan kebutuhan fitur untuk mengatasi masalah ini dan menunjukkan respon emosional kecewa."
"tiba tiba banget dana saya disedot gara"" pembelian gogle one padahal saya lihat akun gogle saya tidak ada transaksi",tiba tiba banget dana saya disedot gara pembelian gogle one padahal saya lihat akun gogle saya tidak ada transaksi,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana disedot tanpa transaksi) dan merasa kecewa dengan situasi tersebut.
"Muncul tulisan koneksi internet terputus padahal jaringan stabil, jadi susah buat transaksinya","muncul tulisan koneksi internet terputus padahal jaringan stabil, jadi susah buat transaksinya",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena muncul pesan koneksi internet terputus padahal jaringan stabil, sehingga mengalami kesulitan dalam melakukan transaksi, yang menunjukkan ketidakpuasan pengguna."
sudah di perbarui tetap tidak ada fitur dana cicil,sudah di perbarui tetap tidak ada fitur dana cicil,1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa aplikasi sudah diperbarui tetapi masih tidak ada fitur dana cicil, menunjukkan kekurangan fitur (completeness) dan kekecewaan (satisfaction)"
saldo di no lama tidak bisa kembali ke no baru,saldo di no lama tidak bisa kembali ke no baru,1,1.0,0.0,0.0,Pengguna mengalami kesalahan fungsi karena saldo di nomor lama tidak bisa kembali ke nomor baru.
"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat"" tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu","gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu",1,1.0,1.0,1.0,"Pengguna menyatakan bahwa aplikasi tidak berfungsi dengan baik (tidak muncul dana cicil), fitur tidak lengkap (dana cicil belum muncul), dan merasa kecewa dengan kinerja aplikasi (sangat tidak rekomendasi, hapus aplikasi)."
"please knp dana makin kesini makin kesana, tolong lah aku gk pernh ngutang di dana cicil ngapa tiba tiba ada tagihan ngeri cok, udah 2x bayar tagihan goib gini parah jingah","please knp dana makin kesini makin kesana, tolong lah aku gk pernh ngutang di dana cicil ngapa tiba tiba ada tagihan ngeri cok, udah 2x bayar tagihan goib gini parah jingah",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (tagihan yang tidak terduga) dan menunjukkan respon emosional negatif (kecewa, marah)"
"jangan pernah download aplikasi ini, keamanan nya tidak bagus, gampang terbobol oknum tidak bertanggung jawab, dan pihak DANA nya tidak mau bertanggung jawab atas terjadinya kebobolan system yang menyebabkan saldo pengguna raib/hilang sekali lagi saya menyampaikan kekecewaan saya sebagai salah satu pengguna aplikasi DANA ini","jangan pernah download aplikasi ini, keamanan nya tidak bagus, gampang terbobol oknum tidak bertanggung jawab, dan pihak dana nya tidak mau bertanggung jawab atas terjadinya kebobolan system yang menyebabkan saldo pengguna raib hilang sekali lagi saya menyampaikan kekecewaan saya sebagai salah satu pengguna aplikasi dana ini",1,1.0,0.0,1.0,"Pengguna menyebutkan keamanan aplikasi tidak bagus dan terjadi kebobolan sistem yang menyebabkan saldo pengguna hilang, menunjukkan adanya kesalahan fungsi (accuracy). Pengguna juga menyampaikan kekecewaan sebagai pengguna, menunjukkan respon emosional (satisfaction)."
"gajelas sebelum sebelum nya kalo masuk dana tanpa harus minta kode ke whatsapp cuma verif muka doang. sekarang posisi HP hilang mau verifikasi dana malah harus ada kode padahal HP ilang, hangus tuh duit gue ampun dana ga lagi deh pake apk ginian","gajelas sebelum sebelum nya kalo masuk dana tanpa harus minta kode ke whatsapp cuma verif muka doang. sekarang posisi hp hilang mau verifikasi dana malah harus ada kode padahal hp ilang, hangus tuh duit gue ampun dana ga lagi deh pake apk ginian",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena harus meminta kode verifikasi melalui whatsapp padahal sebelumnya tidak perlu, dan juga mengungkapkan kekecewaan dengan menggunakan kata-kata seperti 'ampun' dan 'ga lagi deh pake apk ginian'."
"sistemnya ada gangguan mulu taik lah.. awal"" sih nggak ada masalah tapi makin lama makin parah nih dana, nggak konsisten mending hapus aja dari playstore. trus kami pindah ke GOPAY","sistemnya ada gangguan mulu taik lah.. awal sih nggak ada masalah tapi makin lama makin parah nih dana, nggak konsisten mending hapus aja dari playstore. trus kami pindah ke gopay",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (gangguan) dan menyatakan kekecewaan dengan sistem, sehingga label accuracy dan satisfaction diberi nilai 1."
"gimana ini dana saya ko gabisa masuk, mana ada saldonya lebih dari 1juta .. tulisannya lagi gangguan terus","gimana ini dana saya ko gabisa masuk, mana ada saldonya lebih dari 1juta .. tulisannya lagi gangguan terus",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana tidak bisa masuk dan terdapat gangguan, serta menunjukkan respon emosional kekecewaan."
"ini knapa ya, ada yang TF k saya 1jt , tapi uang nya ga masuk k dana, padahal d sana nya sudah sukses, smpe saya di kirain bohong trus nyembunyiin uang itu, lapor k aplikasi dana cuma Sruh tunggu 1x24 jam, udah saya tunggu tapi ga ada hasil","ini knapa ya, ada yang tf k saya 1jt , tapi uang nya ga masuk k dana, padahal d sana nya sudah sukses, smpe saya di kirain bohong trus nyembunyiin uang itu, lapor k aplikasi dana cuma sruh tunggu 1x24 jam, udah saya tunggu tapi ga ada hasil",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (uang tidak masuk ke dana) dan merasakan kekecewaan karena tidak ada hasil setelah menunggu.
Fix All Bug..!!! Nominal Saldo Lambat Update jika ada Saldo Baru TopUp!,fix all bug..!!! nominal saldo lambat update jika ada saldo baru topup!,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (bug) dan menunjukkan respon emosional (kekecewaan) dengan menggunakan tanda seru dan kata 'fix all bug'.
BURUK... AKUN TIBA2 DIBEKUKAN TANPA ALASAN JELAS.,buruk... akun tiba2 dibekukan tanpa alasan jelas.,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (akun dibekukan tanpa alasan jelas) dan menunjukkan respon emosional negatif (buruk)
aplikasi buruk penipu beli kuota disini gak sesuai bikin rugi saja,aplikasi buruk penipu beli kuota disini gak sesuai bikin rugi saja,1,1.0,0.0,1.0,"Pengguna menyatakan bahwa aplikasi tidak berjalan sesuai dengan yang diharapkan (bikin rugi saja) dan mengungkapkan emosi negatif (aplikasi buruk, penipu), sehingga label accuracy dan satisfaction diberi nilai 1."
dana udah engga kaya dulu lagi sekarang aku masuk akun saya harus menggunakan kode dan sedangkan nomer saya udh ga aktif,dana udah engga kaya dulu lagi sekarang aku masuk akun saya harus menggunakan kode dan sedangkan nomer saya udh ga aktif,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena harus menggunakan kode untuk masuk akun, dan juga merasa kecewa karena nomor mereka tidak aktif lagi."
"dana cicil tidak bisa diaktivasi,malah dihilangkan dana cicilnya","dana cicil tidak bisa diaktivasi,malah dihilangkan dana cicilnya",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa diaktivasi dan malah dihilangkan, menunjukkan adanya error. Pengguna juga menunjukkan respon emosional negatif karena kejadian tersebut."
"Aktifitas riwayat transfer dan terima cuman 1 tahun dan mutasi dana tidak lengkap tida ada nama penerima dana dan pengirim nya,sangat sulit saat dibutuhkan mohon perbaikan atau upgrade ke yg lebih baik","aktifitas riwayat transfer dan terima cuman 1 tahun dan mutasi dana tidak lengkap tida ada nama penerima dana dan pengirim nya,sangat sulit saat dibutuhkan mohon perbaikan atau upgrade ke yg lebih baik",1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur riwayat transfer dan terima tidak lengkap, serta mutasi dana tidak mencakup informasi nama penerima dan pengirim, yang menunjukkan kekurangan fitur. Pengguna juga mengungkapkan kesulitan dan kekecewaan, yang menunjukkan respon emosional."
"aplikasi dana mulai tidak sportif,, akun saya di beku kan setelah uang transferan masuk.. padahal saya lagi sangat membutuhkan dana tersebut.. dana sangat mengecewakan.. akibat ikut arahan kalian saldo saya hilang.. stlah sya cek, ternyata no pengguna yg menerima adalah PT kalian.. kejam kalian,, kalian tau kalo uang itu uang hak anak yatim yg di titip kan ke akun dana saya.. kepada rekan rekan sekalian aplikasi ini telah banyak menipu,, saya baru saja mengalami, saldo pindah ke akun PT dana","aplikasi dana mulai tidak sportif,, akun saya di beku kan setelah uang transferan masuk.. padahal saya lagi sangat membutuhkan dana tersebut.. dana sangat mengecewakan.. akibat ikut arahan kalian saldo saya hilang.. stlah sya cek, ternyata no pengguna yg menerima adalah pt kalian.. kejam kalian,, kalian tau kalo uang itu uang hak anak yatim yg di titip kan ke akun dana saya.. kepada rekan rekan sekalian aplikasi ini telah banyak menipu,, saya baru saja mengalami, saldo pindah ke akun pt dana",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (akun dibekukan, saldo hilang) dan mengekspresikan emosi negatif (kecewa, marah) terhadap aplikasi."
e- anu... ga ad saldo nyasar🗿,e anu... ga ad saldo nyasar,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo nyasar) dan menunjukkan respon emosional negatif (kekecewaan)
ni kenapa dah dana error Mulu gak bisa TF padahal sinyal kenceng kocak bgt ni apk hadeh,ni kenapa dah dana error mulu gak bisa tf padahal sinyal kenceng kocak bgt ni apk hadeh,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (error) dan menunjukkan respon emosional negatif (kecewa, marah) dengan kata-kata seperti 'gak bisa', 'hadeh', dan 'kocak bgt'."
"saldo dana saya terbobol, dan penanganan respon lambat, uang tidak kembali. apk tidak aman","saldo dana saya terbobol, dan penanganan respon lambat, uang tidak kembali. apk tidak aman",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo dana terbobol) dan mengekspresikan ketidakpuasan (penanganan respon lambat, uang tidak kembali, apk tidak aman)"
"uang kesedot sendiri, TF gajelas ke nomor lain, apk jelek, gajelas, ga aman","uang kesedot sendiri, tf gajelas ke nomor lain, apk jelek, gajelas, ga aman",1,1.0,0.0,1.0,Pengguna menyebutkan 'uang kesedot sendiri' yang menunjukkan adanya kesalahan fungsi (accuracy=1) dan menggunakan kata-kata emosional seperti 'jelek' dan 'ga aman' yang menunjukkan ketidakpuasan (satisfaction=1).
aplikasi kaga jelas masa uang di dana bisnis ngak bisa di tarik bilang nya proses terus udah nunggu 1× 24jam tetap aja di proses minimal jangan bikin susah pengguna lah,aplikasi kaga jelas masa uang di dana bisnis ngak bisa di tarik bilang nya proses terus udah nunggu 1 24jam tetap aja di proses minimal jangan bikin susah pengguna lah,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi karena proses penarikan uang tidak selesai dalam 24 jam dan merasa kecewa dengan kesulitan yang dihadapi.
"fitur dana cicil ga ada aneh banget, ribet","fitur dana cicil ga ada aneh banget, ribet",1,0.0,1.0,1.0,"Pengguna menyebutkan fitur dana cicil tidak ada, yang menunjukkan kekurangan fitur (completeness=1), dan juga mengungkapkan perasaan negatif dengan kata 'aneh banget' dan 'ribet', yang menunjukkan ketidakpuasan (satisfaction=1)."
"gak bisa login karena kode otp nya dikirim ke email yang salah, saya juga login nya pakai nomor hp bukan email, sudah coba berkali-kali tidak ada opsi otp ke sms/wa. CS/Asisten nya juga gak guna, gak jelas, gak membantu!.","gak bisa login karena kode otp nya dikirim ke email yang salah, saya juga login nya pakai nomor hp bukan email, sudah coba berkali kali tidak ada opsi otp ke sms wa. cs asisten nya juga gak guna, gak jelas, gak membantu!.",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (gagal login), menyebutkan fitur tidak lengkap (tidak ada opsi otp ke sms wa), dan menunjukkan respon emosional negatif (kecewa dengan cs asisten)"
"makin kesini makin kesini qris nya banyak gangguan bikin gak nyaman , gimana ini oi","makin kesini makin kesini qris nya banyak gangguan bikin gak nyaman , gimana ini oi",1,1.0,0.0,1.0,"Pengguna menyebutkan adanya gangguan pada fitur qris, yang menunjukkan kesalahan fungsi (accuracy=1) dan juga mengungkapkan ketidaknyamanan (satisfaction=1)"
"jelek, ga bisa bisa","jelek, ga bisa bisa",1,1.0,0.0,1.0,"Pengguna menyatakan bahwa aplikasi 'jelek' dan 'ga bisa bisa', yang menunjukkan adanya kesalahan fungsi (accuracy) dan respon emosional negatif (satisfaction)."
sayaa aktif transaksi dana ...tapi aplikasi dana cicil saya tidak muncul ...,sayaa aktif transaksi dana ...tapi aplikasi dana cicil saya tidak muncul ...,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena aplikasi tidak menampilkan informasi yang diharapkan, dan juga terdapat respon emosional yang tidak langsung disebutkan tetapi dapat diinterpretasikan dari kalimat yang digunakan."
aplikasi gk bagus saldo saya hilang tampa melakukan transaksi apa pun aplikasi yg gk amanah sekali,aplikasi gk bagus saldo saya hilang tampa melakukan transaksi apa pun aplikasi yg gk amanah sekali,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo hilang) dan menunjukkan respon emosional negatif (kecewa, marah) terhadap aplikasi."
"uangku hangus ,biasanya tidak diminta verifikasi ini tiba2 suruh ferivikasi,nmrku udah mati juga","uangku hangus ,biasanya tidak diminta verifikasi ini tiba2 suruh ferivikasi,nmrku udah mati juga",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (uang hangus) dan merasa kecewa (uangku hangus), sehingga label accuracy dan satisfaction diberi nilai 1."
setelah di update malah aneh nih aplikasi makin kesini makin gak jelas... dana instan saya sekarang ngga bisa di gunakan padahal udah lunas dan ngga pernah telat tolong di perbaiki dana instan saya dan tolong dana intan saya jangan di kaitkan di adakami semenjak dana instan di kaitkan di adakami udh 2 bln dana instan saya ngga bs di gunakan kalo sampe dana instan saya ngga bisa di gunakan kmbali saya uninstall ngga mau lagi pake dana,setelah di update malah aneh nih aplikasi makin kesini makin gak jelas... dana instan saya sekarang ngga bisa di gunakan padahal udah lunas dan ngga pernah telat tolong di perbaiki dana instan saya dan tolong dana intan saya jangan di kaitkan di adakami semenjak dana instan di kaitkan di adakami udh 2 bln dana instan saya ngga bs di gunakan kalo sampe dana instan saya ngga bisa di gunakan kmbali saya uninstall ngga mau lagi pake dana,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (dana instan tidak bisa digunakan) dan menunjukkan respon emosional negatif (kecewa, marah) karena aplikasi tidak berfungsi dengan baik setelah diupdate."
dana saya sering tidak masuk pada saat topup,dana saya sering tidak masuk pada saat topup,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana tidak masuk saat topup) dan menunjukkan respon emosional kekecewaan.
kenapa DANA nya harus upgrade ke dana premium sih saya mohon dana kenapa proses dana upgrade premium nya belum selesai lama amat,kenapa dana nya harus upgrade ke dana premium sih saya mohon dana kenapa proses dana upgrade premium nya belum selesai lama amat,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (proses upgrade dana premium belum selesai) dan menunjukkan respon emosional negatif (kecewa)
"limit dana cicil tersedia, taapi tetep aj tidak bisa pakai,.. terus kalo tanya DIANA Jawabanya muter2 gak jelas","limit dana cicil tersedia, taapi tetep aj tidak bisa pakai,.. terus kalo tanya diana jawabanya muter2 gak jelas",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena tidak bisa menggunakan fitur cicil meskipun limit dana tersedia, dan juga merasa kecewa dengan jawaban yang tidak jelas dari Diana."
dana cicil saya kok gak bisa di aktivasi,dana cicil saya kok gak bisa di aktivasi,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa diaktifkan, dan terdapat respon emosional kekecewaan"
kaga bisa masukin kode,kaga bisa masukin kode,1,1.0,0.0,0.0,Pengguna mengalami kesalahan fungsi karena tidak bisa memasukkan kode.
"saya kena retas Mulu uangnya,jangan simpan uang didana kalo mau aman","saya kena retas mulu uangnya,jangan simpan uang didana kalo mau aman",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (retas) dan menunjukkan respon emosional negatif (kekhawatiran tentang keamanan)
apalah dana ini dikit2 dana premium gimana dah tf aja susah banget😓,apalah dana ini dikit2 dana premium gimana dah tf aja susah banget,1,0.0,0.0,1.0,"Ulasan mengandung respon emosional negatif (kecewa, marah) yang ditunjukkan dengan kata-kata 'apalah', 'dikIt2', 'susah banget', tetapi tidak menyebutkan kesalahan fungsi atau kekurangan fitur."
